input_length,exact_match,char_edit_dist,token_edit_dist,accept_rate_1
346,1,0,1054,0.2459
346,1,0,1054,0.2459
346,1,0,1054,0.2466
346,1,0,1054,0.2466
346,1,0,1054,0.2459
347,0,10,1063,0.2416
347,1,0,1053,0.2466
347,0,1191,1054,0.9178
348,1,0,1052,0.2473
348,1,0,1052,0.248
348,1,0,1052,0.2473
348,0,1160,1052,0.9492
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.2445
348,1,0,1052,0.2459
348,0,1164,1058,0.9149
348,1,0,1052,0.248
348,1,0,1052,0.2473
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.2445
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.248
348,1,0,1052,0.2473
348,1,0,1052,0.2473
348,1,0,1052,0.248
349,1,0,1051,0.2466
349,0,4,1055,0.2445
349,1,0,1051,0.2466
349,0,1575,1051,0.6776
349,0,4,1055,0.2452
349,1,0,1051,0.2459
350,1,0,1050,0.2495
350,1,0,1050,0.2487
350,1,0,1050,0.2495
350,1,0,1050,0.2473
350,1,0,1050,0.2495
350,1,0,1050,0.248
350,1,0,1050,0.2495
350,0,1,1051,0.2452
350,1,0,1050,0.2495
350,0,4,1054,0.2473
350,1,0,1050,0.2495
350,1,0,1050,0.2495
350,1,0,1050,0.2495
350,0,23,1050,0.2523
350,1,0,1050,0.2495
350,0,1,1050,0.2487
350,1,0,1050,0.2495
350,1,0,1050,0.2495
350,1,0,1050,0.2495
350,1,0,1050,0.2495
370,0,44,1030,0.2688
371,0,1,1031,0.2595
371,1,0,1029,0.2638
372,1,0,1028,0.263
373,0,2,1031,0.2602
373,1,0,1027,0.2616
374,1,0,1026,0.2638
374,1,0,1026,0.2645
375,1,0,1025,0.2645
375,0,2,1029,0.263
375,0,8,1033,0.2602
376,1,0,1024,0.2673
376,0,4,1028,0.2638
376,0,1,1025,0.263
376,1,0,1024,0.2623
376,1,0,1024,0.2659
377,0,1299,1023,0.8006
377,1,0,1023,0.2652
377,1,0,1023,0.2652
377,0,2,1023,0.263
377,1,0,1023,0.2659
377,1,0,1023,0.2666
377,0,4,1025,0.2666
378,1,0,1022,0.2695
378,1,0,1022,0.2688
378,1,0,1022,0.2673
378,1,0,1022,0.2695
378,0,4,1026,0.2673
378,1,0,1022,0.2688
378,1,0,1022,0.2695
379,1,0,1021,0.2666
379,0,6,1025,0.2666
379,1,0,1021,0.2652
379,1,0,1021,0.2695
379,0,2,1025,0.263
379,1,0,1021,0.268
380,1,0,1020,0.2652
380,1,0,1020,0.2702
380,1,0,1020,0.2688
380,1,0,1020,0.2709
380,1,0,1020,0.268
380,1,0,1020,0.2702
380,1,0,1020,0.2702
380,1,0,1020,0.2702
381,0,1,1021,0.2659
381,0,4,1023,0.2695
381,1,0,1019,0.2688
381,0,4,1023,0.2695
382,1,0,1018,0.2723
382,1,0,1018,0.2716
382,1,0,1018,0.2723
382,1,0,1018,0.2723
382,0,1,1020,0.2659
382,1,0,1018,0.2709
382,1,0,1018,0.2723
382,0,11,1022,0.2666
382,1,0,1018,0.2723
382,0,6,1024,0.2659
383,1,0,1017,0.2695
383,1,0,1017,0.2702
383,1,0,1017,0.2702
383,0,1022,1017,0.9264
384,1,0,1016,0.2738
384,1,0,1016,0.2716
384,0,13,1023,0.2688
384,1,0,1016,0.2738
384,1,0,1016,0.2738
384,0,5,1023,0.2645
384,1,0,1016,0.2709
384,0,4,1020,0.2695
385,1,0,1015,0.2731
385,1,0,1015,0.2709
385,0,4,1019,0.2695
386,1,0,1014,0.2752
386,0,23,1014,0.2773
386,1,0,1014,0.2752
386,1,0,1014,0.2731
386,0,2,1016,0.2731
386,1,0,1014,0.2752
387,1,0,1013,0.2738
387,1,0,1013,0.2731
387,0,2,1017,0.2695
387,1,0,1013,0.2738
387,0,2,1017,0.2709
387,0,5,1013,0.2716
387,1,0,1013,0.2723
387,1,0,1013,0.2745
387,0,2,1015,0.2716
388,1,0,1012,0.2752
388,1,0,1012,0.2766
388,1,0,1012,0.2759
388,1,0,1012,0.2745
388,1,0,1012,0.2766
388,1,0,1012,0.2766
388,1,0,1012,0.2759
388,0,23,1027,0.2709
388,1,0,1012,0.2731
388,1,0,1012,0.2766
388,1,0,1012,0.2759
388,1,0,1012,0.2759
388,1,0,1012,0.2702
388,1,0,1012,0.2731
388,0,4,1016,0.2752
388,0,23,1012,0.2816
388,1,0,1012,0.2766
389,1,0,1011,0.2745
389,0,4,1015,0.2738
389,1,0,1011,0.2752
389,1,0,1011,0.2731
390,0,3,1012,0.2752
390,1,0,1010,0.2773
390,1,0,1010,0.2773
390,0,6,1016,0.2738
390,1,0,1010,0.2773
390,0,1,1011,0.2752
390,1,0,1010,0.2781
390,1,0,1010,0.2773
390,1,0,1010,0.2781
390,1,0,1010,0.2773
390,1,0,1010,0.2781
390,1,0,1010,0.2781
391,1,0,1009,0.2752
391,1,0,1009,0.2773
391,1,0,1009,0.2766
391,0,5,1015,0.2731
391,0,8,1021,0.2652
391,1,0,1009,0.2752
391,1,0,1009,0.2773
392,1,0,1008,0.2759
392,0,70,1009,0.2931
392,1,0,1008,0.2795
392,1,0,1008,0.2788
392,1,0,1008,0.2795
392,1,0,1008,0.2795
392,1,0,1008,0.2795
392,0,4,1012,0.2745
392,0,3,1010,0.2773
392,1,0,1008,0.2781
392,1,0,1008,0.2788
392,1,0,1008,0.2795
392,1,0,1008,0.2781
392,1,0,1008,0.2795
393,0,2,1008,0.2702
393,1,0,1007,0.2781
394,1,0,1006,0.2802
394,1,0,1006,0.2802
394,1,0,1006,0.2809
394,1,0,1006,0.2802
394,0,23,1007,0.2852
394,1,0,1006,0.2809
394,0,23,1006,0.2852
394,0,16,1022,0.2738
394,1,0,1006,0.2809
394,0,4,1010,0.2752
395,0,4,1009,0.2759
395,0,7,1015,0.2716
395,1,0,1005,0.2802
395,0,4,1009,0.2752
395,1,0,1005,0.2802
396,0,5,1012,0.2709
396,1,0,1004,0.2802
396,0,6,1012,0.2766
396,1,0,1004,0.2823
396,1,0,1004,0.2823
396,1,0,1004,0.2823
396,0,46,1004,0.2888
396,1,0,1004,0.2823
396,1,0,1004,0.2809
396,1,0,1004,0.2816
396,0,4,1008,0.2759
396,1,0,1004,0.2823
396,1,0,1004,0.2823
396,0,1884,1004,0.7548
396,1,0,1004,0.2823
396,1,0,1004,0.2816
396,1,0,1004,0.2795
396,1,0,1004,0.2823
396,1,0,1004,0.2823
397,0,2,1007,0.2781
397,0,2,1007,0.2702
397,1,0,1003,0.2766
398,1,0,1002,0.2838
398,1,0,1002,0.2831
398,1,0,1002,0.2838
398,1,0,1002,0.2823
398,1,0,1002,0.2838
398,1,0,1002,0.2838
398,1,0,1002,0.2838
398,1,0,1002,0.2838
398,1,0,1002,0.2838
398,1,0,1002,0.2838
398,0,45,1010,0.2873
399,1,0,1001,0.2809
399,1,0,1001,0.2802
399,1,0,1001,0.2809
400,1,0,1000,0.2852
400,1,0,1000,0.2852
400,1,0,1000,0.2845
400,0,6,1002,0.2809
400,1,0,1000,0.2845
400,1,0,1000,0.2852
400,1,0,1000,0.2845
400,1,0,1000,0.2852
400,1,0,1000,0.2852
400,0,25,1001,0.2902
400,1,0,1000,0.2852
400,1,0,1000,0.2852
400,1,0,1000,0.2845
400,1,0,1000,0.2809
418,1,0,982,0.2938
419,0,10,991,0.2831
420,1,0,980,0.2981
421,1,0,979,0.2966
421,1,0,979,0.2981
421,0,3,982,0.2952
422,0,6,984,0.2952
423,1,0,977,0.3009
424,1,0,976,0.3024
425,1,0,975,0.3024
425,1,0,975,0.3016
426,1,0,974,0.3009
426,0,4,978,0.3002
426,1,0,974,0.3038
426,1,0,974,0.3038
426,1,0,974,0.2981
426,1,0,974,0.3038
427,0,6,977,0.2966
427,1,0,973,0.3016
427,1,0,973,0.2981
427,0,6,979,0.2974
427,1,0,973,0.2981
427,0,1,974,0.2974
428,1,0,972,0.3052
428,1,0,972,0.3052
428,0,4,976,0.3009
428,1,0,972,0.3052
428,1,0,972,0.3024
428,0,4,976,0.3009
428,0,4,976,0.2988
428,0,4,976,0.3024
428,0,1,974,0.2974
428,1,0,972,0.3052
429,1,0,971,0.3031
429,1,0,971,0.3038
429,0,2,975,0.2974
430,1,0,970,0.3038
430,1,0,970,0.3066
430,1,0,970,0.3038
430,1,0,970,0.3066
430,1,0,970,0.3045
430,1,0,970,0.3059
431,1,0,969,0.3016
431,1,0,969,0.3031
431,1,0,969,0.3052
432,0,631,971,0.4417
432,1,0,968,0.3031
432,1,0,968,0.3081
432,0,4,972,0.3031
432,1,0,968,0.3081
432,0,5,972,0.2988
432,1,0,968,0.3024
432,1,0,968,0.3081
433,0,5,972,0.3038
434,0,3,970,0.3016
434,0,1,968,0.3038
434,1,0,966,0.3095
434,1,0,966,0.3066
434,1,0,966,0.3052
434,0,1,968,0.3016
434,0,5,972,0.3024
434,0,4,970,0.3059
434,1,0,966,0.3066
435,1,0,965,0.3045
435,0,6,973,0.2988
435,1,0,965,0.3038
436,1,0,964,0.3102
436,1,0,964,0.3109
436,0,17,979,0.3016
436,1,0,964,0.3109
436,0,10,964,0.3117
436,1,0,964,0.3102
436,1,0,964,0.3109
436,1,0,964,0.3109
436,1,0,964,0.3031
436,1,0,964,0.3066
436,1,0,964,0.3109
436,0,5,970,0.3066
436,1,0,964,0.3109
436,1,0,964,0.3109
436,1,0,964,0.3109
437,1,0,963,0.3074
437,0,8,973,0.3031
438,0,2,964,0.3109
438,1,0,962,0.3124
438,1,0,962,0.3124
438,1,0,962,0.3124
438,1,0,962,0.3124
438,0,24,964,0.3159
438,1,0,962,0.3102
438,1,0,962,0.3124
438,1,0,962,0.3124
438,1,0,962,0.3124
438,1,0,962,0.3124
438,1,0,962,0.3081
438,1,0,962,0.3088
439,1,0,961,0.3088
439,1,0,961,0.3102
439,0,4,965,0.3095
439,1,0,961,0.3081
439,1,0,961,0.3066
439,1,0,961,0.3088
439,1,0,961,0.3102
440,0,6,968,0.3052
440,1,0,960,0.3138
440,1,0,960,0.3138
440,1,0,960,0.3138
440,0,12,976,0.2959
440,1,0,960,0.3095
440,1,0,960,0.3138
440,0,6,968,0.3045
440,1,0,960,0.3138
440,1,0,960,0.3138
440,0,8,968,0.3052
440,1,0,960,0.3102
440,1,0,960,0.3138
440,1,0,960,0.3138
440,0,1,961,0.3131
440,1,0,960,0.3138
440,1,0,960,0.3138
440,1,0,960,0.3124
442,1,0,958,0.3124
442,1,0,958,0.3152
442,0,10,958,0.3159
442,1,0,958,0.3152
442,0,4,962,0.3131
442,0,23,959,0.3152
442,0,2,962,0.3074
442,1,0,958,0.3152
442,1,0,958,0.3152
442,1,0,958,0.3152
442,1,0,958,0.3152
442,1,0,958,0.3145
442,1,0,958,0.3152
442,1,0,958,0.3152
443,1,0,957,0.3145
443,1,0,957,0.3131
443,0,4,961,0.3095
443,1,0,957,0.3124
443,1,0,957,0.3124
443,1,0,957,0.3109
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
444,0,17,958,0.3131
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3138
444,0,1,957,0.3152
444,1,0,956,0.3167
444,1,0,956,0.3159
444,1,0,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
444,0,10,956,0.3167
444,1,0,956,0.3167
444,1,0,956,0.3167
445,1,0,955,0.3124
445,1,0,955,0.3145
446,1,0,954,0.3181
446,1,0,954,0.3167
446,1,0,954,0.3174
446,1,0,954,0.3181
446,1,0,954,0.3181
446,1,0,954,0.3152
446,1,0,954,0.3181
446,1,0,954,0.3181
446,1,0,954,0.3174
446,1,0,954,0.3181
446,1,0,954,0.3181
446,1,0,954,0.3181
446,0,10,954,0.3188
446,1,0,954,0.3181
446,0,24,955,0.3174
446,1,0,954,0.3181
447,0,6,961,0.3081
447,1,0,953,0.3159
447,1,0,953,0.3145
447,0,2,955,0.3145
447,1,0,953,0.3159
448,1,0,952,0.3195
448,1,0,952,0.3195
448,1,0,952,0.3195
448,0,4,956,0.3152
448,1,0,952,0.3195
448,1,0,952,0.3195
448,1,0,952,0.3188
448,1,0,952,0.3195
448,1,0,952,0.3195
448,1,0,952,0.3195
448,1,0,952,0.3195
448,1,0,952,0.3181
449,1,0,951,0.3138
449,1,0,951,0.3195
449,0,4,954,0.3188
449,0,1,952,0.3159
450,0,2,954,0.3138
450,0,23,950,0.3245
450,1,0,950,0.3209
450,1,0,950,0.3209
450,1,0,950,0.3209
450,1,0,950,0.3167
450,1,0,950,0.3181
450,0,4,954,0.3167
450,1,0,950,0.3209
466,0,22,934,0.3352
466,1,0,934,0.3324
467,0,6,939,0.3302
468,0,7,938,0.3281
468,0,4,936,0.3267
469,1,0,931,0.3317
469,0,4,935,0.3302
470,0,2,931,0.3317
470,0,22,941,0.3295
470,1,0,930,0.3352
471,0,1,931,0.331
472,1,0,928,0.3367
472,1,0,928,0.3345
473,1,0,927,0.336
473,0,4,931,0.331
473,0,2,931,0.3295
474,0,4,930,0.3331
474,1,0,926,0.3352
474,1,0,926,0.3338
474,1,0,926,0.3381
474,1,0,926,0.3381
474,1,0,926,0.3381
475,1,0,925,0.3345
475,1,0,925,0.336
475,1,0,925,0.3352
476,0,8,934,0.3295
476,1,0,924,0.3388
476,0,13,924,0.3417
476,1,0,924,0.3381
476,1,0,924,0.3395
476,1,0,924,0.3345
477,0,928,928,0.8992
477,1,0,923,0.3367
477,0,2,927,0.331
478,0,17,922,0.3467
478,0,7,927,0.3352
478,1,0,922,0.341
479,1,0,921,0.3381
479,1,0,921,0.3402
479,0,9,932,0.3274
479,0,6,927,0.3352
480,0,23,920,0.3467
480,1,0,920,0.341
480,0,4,924,0.341
480,1,0,920,0.3345
480,1,0,920,0.3417
480,0,1,922,0.3367
480,0,4,924,0.3388
480,1,0,920,0.3424
481,1,0,919,0.3402
482,0,22,950,0.3274
482,1,0,918,0.3388
482,1,0,918,0.3438
482,0,26,918,0.3424
482,1,0,918,0.3431
482,0,4,922,0.3388
482,1,0,918,0.3438
483,1,0,917,0.341
483,1,0,917,0.3424
483,0,2,921,0.3302
483,1,0,917,0.3417
484,1,0,916,0.3431
484,1,0,916,0.3452
484,1,0,916,0.3452
484,1,0,916,0.3452
484,1,0,916,0.3452
484,1,0,916,0.3395
484,0,23,930,0.3367
484,1,0,916,0.3452
484,1,0,916,0.3424
484,1,0,916,0.341
484,1,0,916,0.3367
484,1,0,916,0.3452
485,0,2,919,0.3395
485,1,0,915,0.3424
486,1,0,914,0.3467
486,1,0,914,0.3431
486,1,0,914,0.3467
486,1,0,914,0.3467
486,1,0,914,0.3467
486,0,4,918,0.3438
486,1,0,914,0.346
486,1,0,914,0.3467
486,0,1,915,0.346
486,1,0,914,0.3467
487,0,5,918,0.3424
487,1,0,913,0.3452
488,1,0,912,0.3481
488,1,0,912,0.3481
488,1,0,912,0.3481
488,1,0,912,0.3481
488,1,0,912,0.3481
488,1,0,912,0.3481
488,1,0,912,0.3474
488,1,0,912,0.3481
488,0,7,919,0.3402
488,1,0,912,0.3481
488,1,0,912,0.3467
488,0,23,912,0.3503
488,1,0,912,0.3481
489,1,0,911,0.3452
489,1,0,911,0.3467
489,1,0,911,0.3431
490,0,943,910,0.5361
490,1,0,910,0.3495
490,1,0,910,0.3495
490,0,10,910,0.3503
490,1,0,910,0.3495
490,1,0,910,0.3488
490,1,0,910,0.3495
490,1,0,910,0.3488
490,1,0,910,0.3488
490,1,0,910,0.3488
490,1,0,910,0.3488
490,1,0,910,0.3488
490,1,0,910,0.3474
490,1,0,910,0.3495
490,1,0,910,0.3488
490,1,0,910,0.3495
490,1,0,910,0.3495
490,1,0,910,0.3495
490,1,0,910,0.3495
490,1,0,910,0.3495
490,1,0,910,0.3488
490,0,1,912,0.341
490,1,0,910,0.3495
490,0,10,910,0.3503
490,0,13,910,0.3517
490,1,0,910,0.346
490,1,0,910,0.3495
491,1,0,909,0.3452
491,0,1,910,0.3467
491,0,4,913,0.3474
491,1,0,909,0.3467
492,0,23,908,0.3538
492,1,0,908,0.351
492,0,4,912,0.3467
492,1,0,908,0.351
492,1,0,908,0.351
492,1,0,908,0.351
492,1,0,908,0.3503
492,0,4,910,0.346
492,1,0,908,0.351
492,1,0,908,0.351
492,1,0,908,0.351
492,1,0,908,0.3467
493,1,0,907,0.3474
493,1,0,907,0.3503
493,1,0,907,0.3474
493,1,0,907,0.3474
493,1,0,907,0.3474
494,1,0,906,0.3517
494,1,0,906,0.3524
494,1,0,906,0.3524
494,1,0,906,0.3517
494,0,4,910,0.3481
494,1,0,906,0.3524
494,1,0,906,0.3524
494,1,0,906,0.3524
495,0,4,909,0.3481
495,0,4,909,0.3503
495,0,21,924,0.3324
495,0,1,906,0.3481
496,1,0,904,0.3531
496,0,1713,1044,0.8749
496,0,10,904,0.3545
496,1,0,904,0.3538
496,0,3,906,0.3524
496,1,0,904,0.3474
496,1,0,904,0.3531
496,1,0,904,0.3538
496,0,4,908,0.3503
496,1,0,904,0.3531
496,0,9,913,0.3495
498,0,4,906,0.3503
498,1,0,902,0.3553
498,0,10,902,0.356
498,1,0,902,0.3553
498,1,0,902,0.3553
498,0,35,912,0.3567
498,0,10,902,0.356
498,0,1,903,0.3524
498,1,0,902,0.3545
498,1,0,902,0.3553
498,1,0,902,0.3531
498,0,3,905,0.3545
498,0,33,910,0.3488
499,0,2,905,0.3488
499,1,0,901,0.3538
499,1,0,901,0.356
499,0,6,909,0.3495
500,0,3300,900,0.8878
500,1,0,900,0.3567
500,1,0,900,0.3567
500,0,9,910,0.3474
500,1,0,900,0.3545
500,1,0,900,0.3553
500,1,0,900,0.3567
500,1,0,900,0.3567
500,1,0,900,0.3517
500,0,4,904,0.3517
500,1,0,900,0.3567
500,1,0,900,0.3567
500,0,13,900,0.3588
500,0,13,900,0.3588
500,0,48,902,0.3617
500,1,0,900,0.3567
500,0,10,901,0.3581
500,1,0,900,0.356
514,1,0,886,0.366
515,1,0,885,0.3631
516,0,11,892,0.3631
518,0,1,883,0.3624
518,1,0,882,0.366
519,1,0,881,0.3667
519,0,1,882,0.366
519,1,0,881,0.3674
520,1,0,880,0.3703
520,0,5,880,0.366
521,1,0,879,0.3674
521,1,0,879,0.3645
521,0,7,887,0.3595
521,0,4,883,0.3688
522,0,961,878,0.9271
522,1,0,878,0.3703
522,0,2,882,0.366
522,1,0,878,0.3695
523,1,0,877,0.3703
523,1,0,877,0.3667
524,0,1,877,0.366
524,0,15,881,0.371
524,1,0,876,0.3738
525,0,4,879,0.3681
525,1,0,875,0.3703
525,1,0,875,0.3703
525,0,2,877,0.3717
526,0,2,878,0.3667
526,1,0,874,0.3703
527,1,0,873,0.3724
527,1,0,873,0.3688
527,1,0,873,0.3674
528,1,0,872,0.3746
528,1,0,872,0.376
528,1,0,872,0.3746
528,1,0,872,0.3767
528,1,0,872,0.3767
529,1,0,871,0.376
529,1,0,871,0.3724
530,0,23,870,0.3817
530,1,0,870,0.3781
530,1,0,870,0.3724
530,0,4,874,0.371
530,1,0,870,0.3746
530,1,0,870,0.3781
531,1,0,869,0.3781
531,1,0,869,0.3753
531,1,0,869,0.3753
531,0,5,869,0.3753
531,0,7,879,0.3703
532,1,0,868,0.3796
532,1,0,868,0.3796
532,1,0,868,0.3788
532,1,0,868,0.3796
532,1,0,868,0.3746
532,1,0,868,0.3788
533,1,0,867,0.3767
533,0,4,871,0.3774
533,0,7,874,0.3746
533,0,16,871,0.3767
534,1,0,866,0.381
534,0,3180,866,0.8892
534,0,2425,866,0.8227
534,0,2892,866,0.9507
534,1,0,866,0.381
534,1,0,866,0.3781
534,0,900,867,0.5554
534,0,2846,866,0.9921
534,0,10,878,0.3717
535,0,4,869,0.3788
535,1,0,865,0.3781
536,1,0,864,0.3824
536,1,0,864,0.3824
536,1,0,864,0.3796
536,1,0,864,0.3803
536,1,0,864,0.3824
537,0,28,872,0.3753
537,1,0,863,0.3803
537,0,4,867,0.3774
537,0,4,867,0.3774
537,0,2,865,0.3788
538,1,0,862,0.3831
538,1,0,862,0.3824
538,0,15,877,0.3746
538,1,0,862,0.3817
538,1,0,862,0.3838
538,0,10,862,0.3846
538,0,10,862,0.3846
538,1,0,862,0.3838
538,0,24,878,0.3788
538,1,0,862,0.3838
538,0,6,868,0.3788
539,0,4,867,0.3781
539,0,8,873,0.3717
540,1,0,860,0.3846
540,0,1845,860,0.7591
540,0,2869,860,0.9564
540,1,0,860,0.3853
540,1,0,860,0.3803
540,1,0,860,0.3853
540,0,2,862,0.381
540,1,0,860,0.381
540,1,0,860,0.3853
540,0,2,862,0.3781
540,0,904,860,0.5797
541,0,11,861,0.3803
541,1,0,859,0.3831
541,0,1,860,0.3831
541,1,0,859,0.3803
542,1,0,858,0.3867
542,0,13,858,0.3888
542,1,0,858,0.3867
542,1,0,858,0.3867
542,1,0,858,0.3867
542,1,0,858,0.3867
542,1,0,858,0.381
542,1,0,858,0.3867
542,1,0,858,0.3817
542,0,13,858,0.3888
543,0,7,863,0.3781
544,1,0,856,0.3796
544,1,0,856,0.3881
544,0,2823,858,0.9964
544,1,0,856,0.3874
544,1,0,856,0.3881
544,0,934,856,0.584
544,0,934,856,0.9614
544,0,4,860,0.3831
544,0,940,856,0.5904
544,1,0,856,0.386
544,1,0,856,0.3881
544,1,0,856,0.3881
544,1,0,856,0.3881
544,1,0,856,0.3881
544,1,0,856,0.3874
544,1,0,856,0.3881
544,0,17,856,0.391
545,1,0,855,0.3824
545,1,0,855,0.3838
545,1,0,855,0.3867
546,0,12,854,0.3896
546,0,8,862,0.3796
546,0,10,854,0.3903
546,1,0,854,0.3853
546,1,0,854,0.3896
546,0,2806,854,0.9943
546,1,0,854,0.3896
546,0,7,861,0.3831
546,0,4,858,0.3838
546,1,0,854,0.3838
546,0,1,855,0.3888
546,1,0,854,0.3888
546,0,3,860,0.3781
546,0,13,854,0.3917
546,1,0,854,0.3896
546,0,22,865,0.3853
547,1,0,853,0.386
547,0,974,857,0.797
547,1,0,853,0.3853
547,1,0,853,0.3881
547,0,4,857,0.3874
548,1,0,852,0.391
548,0,13,852,0.3931
548,1,0,852,0.3903
548,0,2,852,0.3896
548,1,0,852,0.391
548,1,0,852,0.391
548,1,0,852,0.3838
548,0,4,856,0.386
548,1,0,852,0.391
548,1,0,852,0.391
548,1,0,852,0.391
548,1,0,852,0.391
548,0,2,852,0.386
548,1,0,852,0.391
548,1,0,852,0.391
549,0,6,855,0.3853
549,0,8,857,0.3838
549,0,6,858,0.3824
549,1,0,851,0.3867
549,1,0,851,0.3838
549,1,0,851,0.3881
549,1,0,851,0.3867
549,1,0,851,0.386
550,1,0,850,0.3924
550,1,0,850,0.3874
550,1,0,850,0.3924
550,1,0,850,0.3924
550,1,0,850,0.3924
550,1,0,850,0.3924
550,1,0,850,0.3917
550,1,0,850,0.3888
550,1,0,850,0.3924
550,0,2,854,0.3838
550,1,0,850,0.3924
550,1,0,850,0.3917
550,1,0,850,0.3924
550,1,0,850,0.3924
550,1,0,850,0.3924
550,1,0,850,0.3874
550,1,0,850,0.3924
550,0,8,856,0.3903
550,1,0,850,0.3924
550,1,0,850,0.3924
550,0,7,857,0.3874
550,1,0,850,0.3917
550,1,0,850,0.3924
550,1,0,850,0.3924
566,0,13,835,0.4046
567,1,0,833,0.4003
567,0,879,833,0.9321
568,1,0,832,0.4003
568,0,2,832,0.4017
569,1,0,831,0.401
569,0,19,852,0.391
569,0,4,835,0.3996
569,1,0,831,0.4024
570,0,10,842,0.3881
571,0,57,885,0.381
571,0,2,833,0.3981
572,1,0,828,0.4081
572,0,5,833,0.4017
572,1,0,828,0.4081
572,1,0,828,0.4074
573,0,2,829,0.4017
573,0,5,827,0.406
573,0,4,831,0.4003
573,1,0,827,0.4031
574,0,4,830,0.4067
574,1,0,826,0.4067
574,1,0,826,0.4024
574,0,5,826,0.4053
575,1,0,825,0.406
575,0,5,830,0.4046
575,1,0,825,0.4046
576,1,0,824,0.411
576,1,0,824,0.411
576,0,4,828,0.4003
576,1,0,824,0.411
577,0,1463,823,0.8542
577,0,4,831,0.4024
577,0,6,827,0.4081
577,1,0,823,0.4089
577,1,0,823,0.4081
578,1,0,822,0.4039
578,1,0,822,0.4117
579,0,8,825,0.4103
580,0,2,824,0.4067
580,1,0,820,0.4139
580,0,9,829,0.4067
580,1,0,820,0.4089
580,1,0,820,0.4096
580,0,1,822,0.4081
580,1,0,820,0.411
580,1,0,820,0.4074
580,1,0,820,0.4132
580,1,0,820,0.411
580,1,0,820,0.4103
580,1,0,820,0.4096
581,0,4,823,0.4039
582,1,0,818,0.411
582,0,2,822,0.4039
582,0,24,820,0.4196
582,1,0,818,0.4081
582,1,0,818,0.411
582,1,0,818,0.4153
582,0,23,819,0.4174
583,0,3,820,0.4124
584,1,0,816,0.416
584,1,0,816,0.4167
584,0,10,828,0.406
584,1,0,816,0.416
584,1,0,816,0.4153
584,0,22,816,0.4182
585,1,0,815,0.4146
585,0,5,815,0.411
585,0,917,815,0.8828
585,1,0,815,0.4146
586,1,0,814,0.4103
586,1,0,814,0.4182
586,1,0,814,0.4139
586,1,0,814,0.4117
586,1,0,814,0.4182
586,1,0,814,0.4167
586,0,2,818,0.4139
586,1,0,814,0.4182
587,1,0,813,0.4132
587,0,881,817,0.9407
587,0,817,813,0.8563
587,0,4,817,0.4117
587,1,0,813,0.4167
587,0,6,817,0.4117
588,1,0,812,0.416
588,1,0,812,0.4174
588,1,0,812,0.4196
588,1,0,812,0.416
588,0,2,814,0.4167
588,1,0,812,0.4196
588,1,0,812,0.4196
588,0,13,812,0.4217
588,0,12,816,0.4132
588,1,0,812,0.4196
588,1,0,812,0.4189
588,0,4,816,0.4089
588,1,0,812,0.4196
589,1,0,811,0.416
589,1,0,811,0.4117
589,0,15,832,0.401
589,1,0,811,0.4117
589,0,9,817,0.4089
590,1,0,810,0.421
590,1,0,810,0.4203
590,1,0,810,0.4203
590,1,0,810,0.416
590,1,0,810,0.4189
590,1,0,810,0.421
590,1,0,810,0.421
590,1,0,810,0.421
590,0,8,810,0.421
590,1,0,810,0.421
590,1,0,810,0.421
590,1,0,810,0.421
590,0,901,810,0.9521
590,1,0,810,0.4203
591,1,0,809,0.4153
591,1,0,809,0.4182
591,0,1,811,0.416
591,0,2,813,0.4153
591,1,0,809,0.4167
592,0,23,808,0.4253
592,1,0,808,0.4224
592,1,0,808,0.4217
592,1,0,808,0.4217
592,1,0,808,0.4224
592,0,812,808,0.7355
592,1,0,808,0.4224
592,1,0,808,0.4224
592,1,0,808,0.4224
592,0,10,808,0.4224
592,1,0,808,0.4224
592,0,15,837,0.3996
592,1,0,808,0.4217
593,0,20,825,0.4153
593,0,8,818,0.4103
593,1,0,807,0.421
593,1,0,807,0.421
593,0,1214,807,0.7756
594,1,0,806,0.4239
594,1,0,806,0.4239
594,1,0,806,0.4167
594,0,8,814,0.4174
594,1,0,806,0.4239
594,1,0,806,0.4232
594,0,13,806,0.4253
594,1,0,806,0.4217
594,0,8,806,0.421
594,1,0,806,0.4239
594,0,2,810,0.4153
594,1,0,806,0.4239
594,1,0,806,0.4239
595,1,0,805,0.4203
595,1,0,805,0.4203
595,0,17,826,0.4074
595,1,0,805,0.4167
596,0,4,808,0.4203
596,0,869,809,0.9035
596,0,12,804,0.4267
596,1,0,804,0.4253
596,1,0,804,0.4253
596,0,22,806,0.4253
596,0,808,804,0.6069
596,1,0,804,0.4253
596,1,0,804,0.4253
596,1,0,804,0.4253
596,0,4,804,0.421
596,0,2,808,0.4167
