input_length,exact_match,char_edit_dist,token_edit_dist,accept_rate_1
326,1,0,1074,0.2323
326,1,0,1074,0.2294
326,0,2,1076,0.2316
326,1,0,1074,0.2323
327,0,10,1079,0.223
328,1,0,1072,0.2337
328,1,0,1072,0.2309
328,1,0,1072,0.233
329,0,2,1073,0.2302
329,0,2,1075,0.2273
329,0,2041,1071,0.7727
330,0,3,1076,0.228
330,1,0,1070,0.2352
330,1,0,1070,0.2323
330,1,0,1070,0.2352
330,0,1,1072,0.233
330,0,1367,1081,0.7663
330,1,0,1070,0.2352
330,0,4,1070,0.2345
330,1,0,1070,0.2352
330,0,2136,1074,0.2345
331,0,1,1070,0.233
331,1,0,1069,0.2323
331,0,4,1077,0.2223
331,0,1185,1069,0.9593
331,1,0,1069,0.2345
332,1,0,1068,0.2366
332,0,1200,1068,0.8971
332,1,0,1068,0.2359
332,0,1145,1068,0.94
332,1,0,1068,0.2366
332,0,16,1068,0.2345
332,1,0,1068,0.2366
332,1,0,1068,0.2366
332,0,1136,1072,0.9478
332,0,6,1074,0.233
332,1,0,1068,0.2352
333,0,14,1067,0.2416
333,1,0,1067,0.2359
333,1,0,1067,0.2366
333,1,0,1067,0.2337
334,1,0,1066,0.2352
334,1,0,1066,0.238
334,1,0,1066,0.238
334,0,4,1070,0.233
334,1,0,1066,0.238
334,0,4,1066,0.2366
334,1,0,1066,0.2373
334,1,0,1066,0.238
334,1,0,1066,0.238
334,1,0,1066,0.238
334,1,0,1066,0.2352
335,0,1065,1065,0.9814
335,0,4,1065,0.2359
336,1,0,1064,0.2395
336,1,0,1064,0.2366
336,1,0,1064,0.2387
336,0,1172,1070,0.9764
336,1,0,1064,0.2395
336,0,6,1066,0.2366
336,1,0,1064,0.2395
336,1,0,1064,0.2395
336,1,0,1064,0.2373
337,0,1136,1079,0.9364
337,0,1155,1063,0.8642
337,1,0,1063,0.2366
338,1,0,1062,0.2409
338,1,0,1062,0.2409
338,1,0,1062,0.2359
338,1,0,1062,0.2409
338,1,0,1062,0.2409
338,1,0,1062,0.2409
339,1,0,1061,0.2395
339,0,1143,1061,0.9378
339,0,1167,1061,0.9035
339,0,6,1065,0.2352
340,1,0,1060,0.2366
340,1,0,1060,0.2423
340,0,1,1060,0.2409
340,1,0,1060,0.2423
340,1,0,1060,0.2423
340,0,4,1060,0.2402
340,1,0,1060,0.2416
340,1,0,1060,0.2423
340,1,0,1060,0.2402
340,1,0,1060,0.2423
340,1,0,1060,0.2416
340,1,0,1060,0.2352
340,0,1,1061,0.2416
340,1,0,1060,0.2423
340,1,0,1060,0.2416
340,1,0,1060,0.2423
340,1,0,1060,0.2387
340,1,0,1060,0.2416
340,0,1,1061,0.2402
341,0,1187,1063,0.9464
341,0,2,1061,0.2409
341,1,0,1059,0.2416
341,1,0,1059,0.2409
342,0,3,1062,0.2395
342,1,0,1058,0.243
342,1,0,1058,0.2409
342,0,1160,1058,0.9257
342,0,1179,1062,0.9507
342,1,0,1058,0.2437
342,1,0,1058,0.2437
342,1,0,1058,0.2437
342,0,1194,1058,0.9635
342,1,0,1058,0.2437
342,1,0,1058,0.2437
342,1,0,1058,0.2437
342,1,0,1058,0.2387
343,1,0,1057,0.2416
343,1,0,1057,0.2409
343,0,6,1061,0.2402
343,1,0,1057,0.2416
343,1,0,1057,0.243
344,1,0,1056,0.2445
344,1,0,1056,0.2445
344,1,0,1056,0.2452
344,1,0,1056,0.2452
344,1,0,1056,0.2452
344,1,0,1056,0.2452
344,1,0,1056,0.2452
344,1,0,1056,0.2452
344,1,0,1056,0.2452
344,0,1180,1056,0.9307
344,1,0,1056,0.2452
345,1,0,1055,0.243
345,0,2,1059,0.2409
346,0,6,1054,0.2437
346,1,0,1054,0.2466
346,1,0,1054,0.2459
346,1,0,1054,0.2466
346,1,0,1054,0.2466
346,1,0,1054,0.2466
346,0,2,1058,0.2416
346,0,4,1058,0.243
