input_length,exact_match,char_edit_dist,token_edit_dist,accept_rate_1,accept_rate_2,accept_rate_3,accept_rate_4,accept_rate_5
750,0,2138,650,0.9292,0.8705,0.8003,0.6862,0.6975
750,0,2138,650,0.9743,0.872,0.7996,0.6784,0.7097
750,0,685,663,0.8678,0.7868,0.7001,0.6511,0.5864
750,0,2138,650,0.9378,0.867,0.8053,0.7085,0.7168
750,0,688,656,0.8999,0.8619,0.8425,0.7787,0.7168
750,0,2138,650,0.945,0.8784,0.7759,0.6468,0.6588
750,0,2148,651,0.9664,0.867,0.8432,0.7228,0.6918
750,0,2164,650,0.9371,0.9349,0.8826,0.7686,0.7484
750,0,2138,650,0.9357,0.867,0.7931,0.6597,0.6939
750,0,2149,651,0.9814,0.8462,0.8024,0.6791,0.6867
750,0,684,650,0.9164,0.8763,0.8296,0.7908,0.6925
750,0,2147,650,0.9764,0.8748,0.7953,0.6691,0.7032
750,0,2147,650,0.95,0.8584,0.8003,0.692,0.6738
750,0,691,650,0.9192,0.8798,0.8504,0.7894,0.7204
758,0,674,648,0.8563,0.8062,0.7681,0.7228,0.6301
758,0,2110,642,0.9757,0.8462,0.8153,0.7199,0.7133
762,0,664,638,0.8835,0.8362,0.7953,0.7328,0.6652
762,0,2104,638,0.9678,0.8999,0.8175,0.7135,0.6996
762,0,668,642,0.8785,0.8004,0.7616,0.7156,0.5613
764,0,2101,636,0.955,0.8655,0.8046,0.6948,0.6717
766,0,667,638,0.9342,0.8784,0.8253,0.7787,0.6781
766,0,2084,634,0.9821,0.9542,0.8261,0.6726,0.6717
766,0,2086,636,0.9714,0.9156,0.8633,0.7364,0.7061
766,0,680,650,0.9185,0.867,0.8182,0.7872,0.7391
768,0,663,634,0.9185,0.8684,0.8082,0.7844,0.6961
768,0,667,635,0.9228,0.8734,0.8361,0.7822,0.6975
768,0,689,655,0.9264,0.8648,0.8189,0.7908,0.7262
768,0,2082,632,0.9314,0.8863,0.8454,0.6712,0.7097
769,0,672,640,0.9006,0.8734,0.8225,0.7865,0.7247
769,0,665,635,0.9078,0.8584,0.8196,0.793,0.6996
769,0,665,635,0.8985,0.8391,0.7802,0.76,0.6337
769,0,666,636,0.8835,0.8519,0.8053,0.7557,0.6473
770,0,2070,630,0.9535,0.9292,0.8683,0.692,0.7039
770,0,683,647,0.9271,0.8813,0.8332,0.765,0.7068
770,0,695,663,0.9099,0.8755,0.844,0.7987,0.7097
770,0,666,638,0.9249,0.8627,0.8146,0.7507,0.6903
771,0,669,636,0.9192,0.8827,0.8669,0.7951,0.7613
771,0,675,649,0.9014,0.8512,0.8096,0.7815,0.6581
771,0,669,631,0.9021,0.8863,0.8626,0.8209,0.7642
772,0,658,628,0.9035,0.8419,0.8017,0.7665,0.6746
772,0,652,628,0.8613,0.7969,0.7609,0.6841,0.6208
772,0,2068,628,0.9643,0.892,0.8146,0.7106,0.7254
773,0,663,633,0.9249,0.8906,0.854,0.8052,0.6889
773,0,677,635,0.9107,0.8712,0.8296,0.7966,0.671
773,0,690,657,0.9164,0.8877,0.8418,0.7858,0.6846
774,0,664,634,0.9185,0.8763,0.8296,0.7779,0.7254
774,0,2062,626,0.9836,0.9385,0.8189,0.6741,0.686
774,0,2062,626,0.9721,0.8619,0.801,0.7034,0.6738
774,0,663,626,0.9299,0.8827,0.8461,0.8102,0.7226
774,0,2066,626,0.9685,0.8691,0.8117,0.6905,0.6939
774,0,654,626,0.9078,0.8734,0.8368,0.7894,0.7111
774,0,659,626,0.9149,0.8641,0.8382,0.7407,0.6925
774,0,664,636,0.8928,0.8083,0.7774,0.7493,0.6244
775,0,659,629,0.9171,0.8748,0.8039,0.7708,0.6781
775,0,721,689,0.8999,0.8584,0.8225,0.7572,0.6588
776,0,2057,624,0.9714,0.8884,0.844,0.7385,0.7183
776,0,2090,624,0.9321,0.9256,0.8848,0.8159,0.8065
776,0,679,647,0.9157,0.8562,0.8039,0.7428,0.6724
776,0,2057,624,0.9014,0.9156,0.8261,0.707,0.7183
776,0,2057,624,0.985,0.9063,0.849,0.7249,0.7211
776,0,668,634,0.9278,0.8841,0.7774,0.7335,0.6918
777,0,649,623,0.9178,0.8448,0.8117,0.76,0.6989
777,0,665,631,0.8813,0.8355,0.7881,0.7479,0.6588
777,0,651,623,0.8985,0.8491,0.8168,0.7736,0.6688
778,0,2055,622,0.9843,0.9278,0.8511,0.692,0.7039
778,0,654,622,0.9121,0.8684,0.8304,0.8009,0.7082
778,0,2046,622,0.9249,0.8705,0.8261,0.7006,0.7104
778,0,2046,622,0.9871,0.9592,0.8289,0.6905,0.7039
778,0,712,682,0.852,0.8155,0.7881,0.7493,0.6839
778,0,677,649,0.8885,0.8577,0.8397,0.7865,0.6867
778,0,644,632,0.9064,0.8512,0.7931,0.7615,0.6638
778,0,673,641,0.9014,0.829,0.7738,0.75,0.6817
778,0,2056,622,0.9535,0.8555,0.8096,0.6784,0.7176
779,0,653,621,0.9264,0.8727,0.8325,0.7679,0.6659
779,0,649,621,0.9249,0.8841,0.8382,0.793,0.6982
779,0,660,626,0.9014,0.8777,0.8432,0.7557,0.691
780,0,2038,620,0.99,0.8841,0.8275,0.7321,0.6975
780,0,658,634,0.8685,0.8169,0.791,0.7557,0.6358
780,0,2038,620,0.9614,0.9692,0.8547,0.6862,0.6645
781,0,653,623,0.9064,0.8841,0.854,0.813,0.7269
781,0,707,677,0.9006,0.8448,0.7602,0.7557,0.6086
782,0,650,622,0.8656,0.7768,0.7258,0.6777,0.5276
782,0,2037,619,0.9128,0.8705,0.8332,0.7371,0.7183
782,0,652,626,0.9092,0.8484,0.8039,0.7693,0.6789
782,0,2052,618,0.9564,0.8991,0.8382,0.7228,0.7147
782,0,659,621,0.9385,0.9034,0.8712,0.7994,0.757
782,0,662,623,0.8942,0.8627,0.8261,0.7701,0.7262
784,0,2034,616,0.9821,0.9735,0.8282,0.6884,0.7082
784,0,2024,616,0.9828,0.9735,0.8296,0.6834,0.6939
784,0,650,618,0.9228,0.897,0.8511,0.7858,0.7427
784,0,650,618,0.9035,0.8655,0.8296,0.7772,0.7054
784,0,660,632,0.9085,0.8526,0.8289,0.7758,0.7283
784,0,2029,621,0.9371,0.8634,0.8482,0.6547,0.6882
784,0,2022,619,0.9807,0.975,0.8762,0.7113,0.7075
784,0,2024,616,0.97,0.9027,0.8196,0.735,0.6989
785,0,655,621,0.9114,0.8791,0.8511,0.8009,0.7061
785,0,661,635,0.8985,0.8262,0.8067,0.76,0.6867
785,0,643,615,0.9114,0.8705,0.8218,0.7643,0.6889
785,0,651,615,0.9157,0.8605,0.8024,0.7622,0.6989
786,0,654,620,0.9228,0.8948,0.8554,0.8145,0.7262
786,0,651,621,0.9121,0.8562,0.8275,0.7679,0.7082
786,0,2032,614,0.9721,0.8705,0.791,0.6812,0.724
786,0,2018,614,0.9743,0.8519,0.8053,0.6848,0.7133
786,0,2018,614,0.9764,0.9192,0.8404,0.7264,0.7183
786,0,645,615,0.8956,0.8383,0.786,0.7364,0.6538
788,0,2030,612,0.985,0.9492,0.8311,0.6805,0.7004
788,0,648,616,0.9142,0.8577,0.816,0.7787,0.6918
788,0,663,635,0.8999,0.8584,0.806,0.7421,0.681
788,0,2016,612,0.9628,0.9099,0.8382,0.745,0.7233
788,0,2014,612,0.9736,0.9371,0.8769,0.7128,0.7054
788,0,2014,612,0.9807,0.8913,0.8511,0.7428,0.7283
788,0,646,617,0.9128,0.8612,0.8103,0.7765,0.7032
788,0,2020,612,0.955,0.8805,0.859,0.664,0.7161
789,0,647,615,0.9228,0.8712,0.8411,0.7658,0.6996
789,0,652,625,0.9135,0.8712,0.8239,0.783,0.686
789,0,649,619,0.8935,0.8476,0.8146,0.7908,0.6975
789,0,651,626,0.8742,0.8019,0.7545,0.7092,0.6136
789,0,669,635,0.8856,0.8383,0.7931,0.755,0.6573
790,0,2012,610,0.9793,0.9778,0.8762,0.7307,0.7297
790,0,2011,610,0.965,0.8662,0.8153,0.7092,0.6803
790,0,651,620,0.8906,0.8448,0.791,0.7579,0.6946
790,0,642,614,0.9121,0.8584,0.8053,0.7586,0.6789
790,0,642,614,0.9135,0.8526,0.7888,0.7557,0.6832
790,0,2012,610,0.9678,0.8233,0.8175,0.6941,0.7333
790,0,661,626,0.8964,0.8684,0.8239,0.7822,0.709
790,0,2018,610,0.98,0.9621,0.8368,0.7106,0.7247
790,0,644,615,0.9264,0.8948,0.8497,0.8116,0.7341
790,0,2014,610,0.9543,0.887,0.8117,0.6877,0.6996
790,0,2011,610,0.965,0.9213,0.8704,0.7128,0.6996
791,0,634,610,0.8813,0.8298,0.7724,0.7249,0.6122
791,0,636,610,0.8613,0.7926,0.7538,0.6891,0.6122
791,0,654,615,0.9128,0.8798,0.8611,0.7844,0.6925
791,0,698,666,0.9228,0.8712,0.8225,0.7779,0.7097
792,0,2000,608,0.9442,0.872,0.8296,0.7443,0.7197
792,0,2012,610,0.97,0.9127,0.8218,0.7185,0.7341
792,0,644,616,0.8585,0.7897,0.7373,0.6827,0.6215
792,0,662,633,0.9464,0.8541,0.7967,0.7765,0.6953
792,0,2000,608,0.9564,0.8755,0.8067,0.6956,0.714
792,0,2000,608,0.98,0.9099,0.8554,0.7335,0.7233
792,0,2000,608,0.9736,0.8734,0.8132,0.6905,0.6581
792,0,2010,608,0.9307,0.8605,0.7981,0.6862,0.7068
792,0,2012,610,0.9543,0.9027,0.8125,0.7042,0.7233
792,0,2010,608,0.9621,0.8712,0.816,0.7034,0.6961
792,0,2000,608,0.9707,0.8798,0.8318,0.7292,0.671
793,0,655,623,0.9335,0.8784,0.8282,0.7378,0.6409
793,0,637,611,0.9249,0.8734,0.8089,0.7686,0.6344
793,0,640,612,0.9185,0.8727,0.8361,0.7915,0.6946
793,0,648,618,0.8863,0.8391,0.8125,0.7679,0.6738
793,0,645,616,0.9042,0.8655,0.8132,0.7801,0.6903
793,0,644,609,0.9228,0.882,0.8418,0.7951,0.752
793,0,633,609,0.9085,0.814,0.786,0.755,0.638
794,0,2008,607,0.9442,0.877,0.821,0.7278,0.7125
794,0,638,606,0.9185,0.8619,0.7996,0.7507,0.6767
794,0,1992,606,0.9743,0.8777,0.7989,0.6898,0.7276
794,0,1998,606,0.9793,0.8891,0.7802,0.6769,0.6996
794,0,1998,606,0.9671,0.9099,0.8175,0.7092,0.7269
794,0,630,606,0.8649,0.8026,0.7666,0.7378,0.6323
794,0,1992,606,0.9843,0.8827,0.8389,0.7256,0.7269
794,0,1993,607,0.9821,0.9778,0.821,0.6884,0.691
794,0,656,626,0.9192,0.887,0.849,0.7693,0.6717
794,0,1992,606,0.9843,0.9063,0.8518,0.7321,0.719
794,0,1992,606,0.9628,0.8634,0.811,0.7006,0.6867
794,0,2008,606,0.965,0.9099,0.8232,0.7027,0.7283
794,0,1992,606,0.9292,0.8662,0.8182,0.7414,0.6996
794,0,667,631,0.9271,0.8577,0.8017,0.7622,0.7305
794,0,1992,606,0.9607,0.8777,0.8669,0.7521,0.6975
795,0,754,722,0.8742,0.8212,0.786,0.7199,0.6294
795,0,641,605,0.9121,0.8705,0.8397,0.7865,0.7297
795,0,670,639,0.9014,0.8376,0.821,0.755,0.6746
796,0,1990,604,0.9628,0.8612,0.7981,0.6827,0.7133
796,0,1990,604,0.9843,0.932,0.8175,0.6777,0.6674
796,0,1990,604,0.96,0.8991,0.8175,0.7278,0.7297
796,0,1993,607,0.9843,0.8569,0.8132,0.692,0.7161
796,0,1990,604,0.9464,0.9342,0.874,0.6984,0.7333
796,0,1990,604,0.9492,0.9456,0.8618,0.765,0.7713
796,0,1990,604,0.9786,0.9134,0.8232,0.7206,0.7247
796,0,1990,604,0.9743,0.9278,0.8411,0.6669,0.7154
796,0,1990,604,0.9907,0.9921,0.8869,0.7342,0.7455
796,0,633,607,0.8771,0.8069,0.7595,0.7135,0.653
796,0,1990,604,0.9821,0.9492,0.8511,0.7063,0.7204
796,0,1990,604,0.9685,0.8777,0.8096,0.7056,0.671
796,0,682,648,0.9249,0.8584,0.791,0.7844,0.6796
796,0,1990,604,0.9828,0.9793,0.8568,0.6877,0.6538
796,0,635,604,0.9314,0.8956,0.8797,0.8095,0.7491
796,0,1990,604,0.9643,0.8791,0.8096,0.6862,0.7161
797,0,650,618,0.8985,0.8462,0.7788,0.7572,0.6738
798,0,1978,602,0.9786,0.8906,0.8339,0.7113,0.714
798,0,1978,602,0.9807,0.8805,0.8318,0.7142,0.714
798,0,1979,603,0.9543,0.9006,0.8618,0.6748,0.7047
798,0,632,602,0.9235,0.8755,0.8404,0.798,0.6925
798,0,1988,602,0.9814,0.9399,0.8232,0.7013,0.719
798,0,1978,602,0.9664,0.8763,0.8153,0.6956,0.7183
798,0,1978,602,0.9521,0.8705,0.8468,0.7428,0.7341
798,0,1979,603,0.935,0.8948,0.8468,0.697,0.6989
798,0,2006,602,0.9435,0.877,0.8218,0.7414,0.7176
798,0,2010,602,0.9786,0.9442,0.9112,0.8009,0.7792
798,0,1978,602,0.9607,0.9006,0.7774,0.6662,0.6989
798,0,1978,602,0.935,0.892,0.8089,0.7135,0.7283
798,0,639,616,0.8642,0.7804,0.7351,0.6755,0.6251
798,0,1981,605,0.9878,0.9864,0.8712,0.7264,0.7183
798,0,626,602,0.8785,0.8083,0.7717,0.7393,0.6416
799,0,631,603,0.9042,0.8448,0.8225,0.7758,0.6846
799,0,670,640,0.9071,0.8534,0.821,0.765,0.6867
799,0,637,607,0.8964,0.8548,0.8039,0.7951,0.7125
799,0,660,635,0.9149,0.8541,0.7752,0.7543,0.6688
800,0,1972,600,0.9593,0.9013,0.8139,0.7256,0.7204
800,0,1972,600,0.9793,0.9392,0.8218,0.6999,0.6846
800,0,1972,600,0.9657,0.9134,0.8089,0.6999,0.6688
800,0,626,600,0.8985,0.804,0.7738,0.7307,0.643
800,0,637,609,0.9149,0.8469,0.7824,0.755,0.6473
800,0,1972,600,0.9886,0.9614,0.8375,0.6884,0.7075
800,0,1977,601,0.985,0.917,0.8654,0.7529,0.7326
800,0,1973,601,0.9364,0.8741,0.8346,0.6676,0.7054
800,0,2004,600,0.9771,0.9599,0.8475,0.7507,0.7376
800,0,1992,600,0.96,0.8991,0.8475,0.7314,0.7176
800,0,646,618,0.9192,0.8591,0.8225,0.7729,0.7147
800,0,1986,600,0.9514,0.9185,0.8647,0.7213,0.7075
800,0,1972,600,0.9142,0.8491,0.8261,0.7242,0.7319
800,0,634,604,0.9149,0.8805,0.8361,0.7894,0.7025
800,0,636,612,0.9121,0.8469,0.8117,0.7722,0.6602
800,0,1972,600,0.985,0.9642,0.8475,0.7378,0.7254
800,0,640,623,0.8921,0.8405,0.7695,0.7049,0.5828
811,0,633,601,0.96,0.8941,0.8232,0.7615,0.5892
811,0,659,637,0.8985,0.8247,0.7309,0.6862,0.6065
812,0,1957,588,0.9385,0.8605,0.8389,0.7615,0.7376
812,0,610,588,0.862,0.7904,0.7273,0.6748,0.5957
813,0,624,600,0.9428,0.8655,0.7795,0.7593,0.6659
814,0,636,612,0.9178,0.8569,0.801,0.7701,0.6817
814,0,611,588,0.8949,0.8562,0.7981,0.7357,0.7039
814,0,624,594,0.9142,0.8519,0.8325,0.7643,0.6688
814,0,629,603,0.8921,0.8591,0.8125,0.76,0.6659
815,0,617,593,0.8706,0.784,0.7201,0.6956,0.6143
816,0,621,595,0.9042,0.8498,0.7917,0.76,0.6566
816,0,618,592,0.9078,0.8648,0.8482,0.7937,0.7219
818,0,1920,583,0.9607,0.9063,0.8389,0.717,0.7269
818,0,631,599,0.8949,0.8369,0.796,0.7564,0.6731
818,0,608,582,0.9321,0.8741,0.8518,0.8066,0.7039
818,0,1919,582,0.9821,0.9764,0.8404,0.7013,0.7018
819,0,652,624,0.9064,0.8712,0.8361,0.8044,0.7197
819,0,613,589,0.9006,0.8605,0.8289,0.7908,0.7068
819,0,613,587,0.9114,0.7997,0.7974,0.7221,0.6996
820,0,1908,580,0.9621,0.9113,0.8289,0.7557,0.7391
820,0,606,580,0.9092,0.8491,0.801,0.7385,0.6487
820,0,622,592,0.9335,0.867,0.8096,0.7894,0.6774
821,0,643,613,0.9207,0.8691,0.8525,0.7801,0.7384
821,0,620,583,0.9099,0.8748,0.8418,0.7923,0.7333
821,0,613,579,0.9085,0.8655,0.8461,0.7966,0.6803
821,0,618,588,0.9235,0.8791,0.8533,0.803,0.7211
821,0,619,595,0.8849,0.8226,0.7867,0.7457,0.6459
822,0,1900,578,0.9207,0.9049,0.821,0.7493,0.7125
822,0,1906,578,0.9807,0.9328,0.8482,0.7271,0.7075
822,0,1900,578,0.9843,0.9371,0.8769,0.7099,0.6939
822,0,1906,578,0.9435,0.8684,0.8246,0.7564,0.7211
822,0,638,614,0.9021,0.8426,0.7867,0.7672,0.6244
823,0,607,581,0.9185,0.8863,0.8139,0.7736,0.6681
824,0,1898,576,0.9728,0.8834,0.8518,0.7521,0.7312
824,0,622,592,0.9307,0.9113,0.8511,0.7908,0.6953
825,0,616,588,0.9056,0.8777,0.8382,0.783,0.686
825,0,614,577,0.9607,0.9142,0.8661,0.8123,0.6903
825,0,611,575,0.9321,0.882,0.8397,0.8059,0.7319
826,0,1886,574,0.9821,0.9485,0.859,0.6798,0.6738
826,0,1886,574,0.965,0.887,0.8432,0.7479,0.709
826,0,1896,574,0.975,0.9106,0.8246,0.7156,0.7448
826,0,617,600,0.9249,0.8891,0.844,0.7557,0.6244
826,0,606,578,0.9214,0.8619,0.8375,0.7529,0.6996
826,0,610,580,0.9128,0.8655,0.8339,0.7636,0.6803
826,0,616,588,0.9178,0.8612,0.781,0.7536,0.6724
826,0,607,585,0.8992,0.8269,0.7523,0.7042,0.6194
826,0,1887,575,0.9593,0.8784,0.8261,0.7206,0.709
827,0,603,573,0.9485,0.8856,0.8311,0.765,0.6996
827,0,626,598,0.8899,0.8355,0.7996,0.745,0.6631
827,0,637,612,0.8878,0.8412,0.7881,0.7471,0.638
828,0,618,592,0.8863,0.8484,0.8031,0.755,0.6602
828,0,1880,572,0.9428,0.9106,0.8239,0.7128,0.7211
828,0,1880,572,0.965,0.9063,0.8196,0.7307,0.7312
828,0,619,591,0.9357,0.8856,0.8296,0.7908,0.6975
828,0,1878,574,0.9836,0.9678,0.8862,0.7378,0.7312
829,0,621,592,0.8835,0.834,0.8103,0.7643,0.6681
829,0,603,575,0.9299,0.8841,0.8432,0.8016,0.7527
830,0,1876,570,0.9864,0.9342,0.8769,0.7163,0.7161
830,0,1878,570,0.9828,0.9585,0.8583,0.7156,0.7412
830,0,1878,570,0.9836,0.9678,0.8769,0.7421,0.7341
830,0,1876,570,0.9786,0.985,0.859,0.6927,0.7133
830,0,1879,571,0.9643,0.8877,0.8196,0.7085,0.7326
830,0,1876,570,0.9543,0.9092,0.8296,0.7221,0.7448
830,0,1876,570,0.9843,0.9685,0.8618,0.7185,0.7348
830,0,622,594,0.9164,0.8548,0.8225,0.7822,0.7362
831,0,615,589,0.8914,0.8498,0.8117,0.7622,0.6832
832,0,1873,568,0.985,0.9678,0.8382,0.7006,0.7133
832,0,1873,568,0.9743,0.897,0.8203,0.7285,0.7362
832,0,594,568,0.8964,0.8627,0.8332,0.7794,0.6875
832,0,1873,568,0.9821,0.9492,0.8397,0.7034,0.7341
832,0,601,572,0.9357,0.8877,0.8576,0.7915,0.7441
832,0,621,598,0.9299,0.8312,0.7953,0.7514,0.6244
832,0,1873,568,0.9585,0.9313,0.8733,0.7192,0.7018
832,0,1873,568,0.9428,0.8763,0.8311,0.7314,0.7168
832,0,602,576,0.8992,0.8362,0.8117,0.7629,0.6803
832,0,610,586,0.8928,0.8269,0.7709,0.7292,0.6609
832,0,1874,568,0.98,0.9299,0.8261,0.7013,0.7082
832,0,1873,568,0.9585,0.9385,0.8762,0.7099,0.7319
832,0,1873,568,0.9664,0.922,0.8726,0.7178,0.7168
832,0,605,581,0.8914,0.8283,0.7738,0.7049,0.6301
833,0,605,575,0.9257,0.8798,0.8425,0.7665,0.6953
833,0,594,568,0.9235,0.8798,0.8447,0.808,0.7556
833,0,599,573,0.94,0.8963,0.8525,0.7858,0.6932
834,0,1862,566,0.9664,0.8684,0.8411,0.7299,0.7247
834,0,577,566,0.9864,0.9599,0.5934,0.5874,0.5634
834,0,1862,566,0.9821,0.9549,0.8325,0.7049,0.729
834,0,1346,779,0.7884,0.6202,0.5397,0.543,0.4853
834,0,1862,566,0.9836,0.8941,0.8196,0.7206,0.7276
834,0,1871,566,0.9607,0.9263,0.8726,0.7536,0.7254
834,0,1862,566,0.9864,0.9356,0.864,0.6798,0.6731
835,0,597,565,0.9392,0.902,0.8432,0.7851,0.7297
835,0,631,601,0.9278,0.8741,0.816,0.7335,0.6803
835,0,598,569,0.9414,0.9199,0.8726,0.8374,0.676
836,0,615,586,0.9228,0.9049,0.8568,0.8188,0.6659
836,0,1854,564,0.9764,0.9335,0.8525,0.7013,0.7305
836,0,680,654,0.8942,0.8433,0.8046,0.735,0.6473
836,0,1854,564,0.9786,0.9828,0.8468,0.7156,0.747
836,0,1854,564,0.99,0.9185,0.8533,0.76,0.7369
836,0,1854,564,0.9635,0.8805,0.8268,0.7085,0.6946
836,0,1857,567,0.9621,0.9041,0.8239,0.702,0.7111
836,0,1854,564,0.945,0.8784,0.8074,0.7042,0.7247
836,0,1854,564,0.9721,0.8691,0.8153,0.7006,0.7348
836,0,1854,564,0.9664,0.9084,0.8189,0.7092,0.7348
836,0,1854,564,0.9578,0.8763,0.8189,0.7192,0.6982
837,0,588,563,0.9185,0.8591,0.8082,0.7665,0.6731
837,0,599,563,0.9285,0.9092,0.8389,0.7751,0.6409
837,0,598,567,0.9328,0.8877,0.8554,0.8152,0.714
838,0,1856,566,0.96,0.9335,0.8182,0.7063,0.7262
838,0,593,564,0.8999,0.8684,0.8318,0.7701,0.724
838,0,597,562,0.9207,0.877,0.8576,0.7808,0.6896
838,0,620,590,0.9235,0.8677,0.8418,0.7923,0.7348
838,0,1852,562,0.9771,0.9249,0.8769,0.7185,0.7061
838,0,1852,562,0.9107,0.8698,0.8253,0.7385,0.7333
838,0,1852,562,0.9557,0.8355,0.8318,0.6977,0.7405
838,0,602,577,0.9078,0.8405,0.8189,0.7629,0.6717
839,0,595,569,0.9185,0.8648,0.7895,0.7543,0.6896
839,0,609,586,0.8956,0.8326,0.791,0.7371,0.6946
839,0,591,561,0.9242,0.8569,0.806,0.7564,0.6631
839,0,593,565,0.9364,0.8877,0.8805,0.8331,0.7412
840,0,642,597,0.9056,0.8319,0.7652,0.7106,0.6029
840,0,2352,560,0.945,0.9528,0.932,0.9269,0.8903
840,0,595,560,0.9192,0.887,0.8597,0.8152,0.7305
840,0,1840,560,0.9771,0.9006,0.8253,0.7228,0.7355
840,0,1841,561,0.9435,0.9478,0.8604,0.7493,0.7692
840,0,1850,560,0.9371,0.8999,0.8268,0.7228,0.7434
840,0,1850,560,0.9485,0.8798,0.8261,0.7385,0.7297
840,0,1841,561,0.9643,0.8891,0.8125,0.7106,0.729
840,0,1840,560,0.9857,0.9421,0.8239,0.7006,0.7161
840,0,1840,560,0.9721,0.917,0.8225,0.7092,0.7355
840,0,598,564,0.9249,0.8877,0.8239,0.7686,0.6208
841,0,591,563,0.9042,0.8755,0.7938,0.788,0.7068
841,0,604,579,0.9178,0.8591,0.8189,0.7665,0.6731
841,0,596,570,0.9264,0.8648,0.8296,0.783,0.6731
841,0,603,579,0.9271,0.8791,0.8282,0.7693,0.6918
842,0,1835,559,0.9857,0.9506,0.864,0.7113,0.7312
842,0,1834,558,0.9335,0.8884,0.806,0.7156,0.7341
842,0,590,564,0.8928,0.8505,0.8031,0.7514,0.6774
842,0,1834,558,0.9464,0.8784,0.8067,0.6963,0.7054
842,0,594,568,0.9121,0.8655,0.8117,0.7751,0.6939
842,0,1848,558,0.98,0.9363,0.8597,0.7249,0.7484
842,0,1835,559,0.965,0.8813,0.8261,0.7264,0.7025
842,0,1848,558,0.9485,0.9142,0.8289,0.7149,0.7219
842,0,1848,558,0.965,0.9285,0.8332,0.7228,0.7276
842,0,1848,558,0.95,0.8827,0.8325,0.7371,0.7226
842,0,1834,558,0.9643,0.8791,0.8346,0.7099,0.7204
842,0,1834,558,0.9135,0.8848,0.8525,0.788,0.7441
842,0,1834,558,0.9585,0.8977,0.8275,0.76,0.7491
842,0,702,686,0.7713,0.6853,0.6135,0.5559,0.4882
842,0,1834,558,0.99,0.9578,0.8354,0.7027,0.7125
842,0,1834,558,0.9685,0.9213,0.8647,0.7421,0.7362
844,0,1830,556,0.9657,0.9299,0.8074,0.7149,0.7204
844,0,1846,556,0.9457,0.8977,0.8246,0.7299,0.7448
844,0,1830,556,0.9764,0.9213,0.8397,0.7256,0.6839
844,0,1830,556,0.9543,0.9571,0.8626,0.735,0.7254
844,0,1834,560,0.9478,0.8627,0.8253,0.7393,0.7448
845,0,592,568,0.857,0.8226,0.7888,0.7436,0.6681
846,0,1828,555,0.9414,0.897,0.8189,0.7156,0.7161
846,0,1827,554,0.9714,0.8991,0.8268,0.7256,0.7376
846,0,616,587,0.9085,0.8612,0.8296,0.7471,0.6746
846,0,1827,554,0.9828,0.932,0.884,0.7292,0.7032
846,0,1827,554,0.9836,0.9936,0.8547,0.7106,0.7097
846,0,1827,554,0.9564,0.9063,0.8783,0.7034,0.7326
846,0,1827,554,0.9242,0.8677,0.8046,0.7056,0.7376
846,0,1827,554,0.9778,0.9313,0.8797,0.7235,0.7111
846,0,1830,557,0.9628,0.9342,0.8676,0.7128,0.6839
846,0,1827,554,0.9557,0.8748,0.8475,0.7586,0.7391
846,0,1830,554,0.9471,0.912,0.8468,0.755,0.747
846,0,1828,554,0.9843,0.9557,0.8397,0.7149,0.7319
847,0,593,553,0.9421,0.8963,0.8533,0.7242,0.5921
847,0,594,564,0.9164,0.8727,0.8533,0.7923,0.7211
847,0,585,557,0.9178,0.8648,0.8053,0.7837,0.6939
847,0,602,576,0.9242,0.8813,0.8246,0.7837,0.7183
847,0,619,590,0.9364,0.8991,0.8525,0.7987,0.6996
847,0,592,562,0.935,0.8169,0.7824,0.6991,0.7305
848,0,1816,552,0.9693,0.9578,0.8561,0.7192,0.7319
848,0,1816,552,0.9843,0.8956,0.8253,0.7321,0.7412
848,0,1816,552,0.9764,0.8934,0.8275,0.7156,0.691
848,0,1816,552,0.9736,0.9371,0.8819,0.7285,0.7348
848,0,1825,552,0.9314,0.8856,0.8239,0.7128,0.7384
848,0,1828,552,0.9357,0.8791,0.8482,0.7701,0.7348
848,0,574,554,0.8942,0.809,0.7724,0.7271,0.6366
848,0,1832,552,0.9743,0.9657,0.884,0.7822,0.7756
848,0,1817,553,0.9657,0.922,0.869,0.7557,0.7448
848,0,1822,555,0.9857,0.9592,0.8368,0.692,0.6996
848,0,1816,552,0.9836,0.9771,0.8475,0.6956,0.724
848,0,579,557,0.8685,0.799,0.7645,0.6977,0.6394
848,0,580,554,0.9049,0.8605,0.8346,0.798,0.7133
848,0,1816,552,0.95,0.9113,0.8475,0.735,0.7305
849,0,599,563,0.9214,0.8484,0.821,0.7514,0.6466
849,0,584,558,0.9257,0.8662,0.8432,0.7794,0.6961
850,0,1800,551,0.9392,0.9006,0.8354,0.7249,0.7412
850,0,1808,550,0.9242,0.8977,0.8218,0.6999,0.7097
850,0,584,554,0.9128,0.8791,0.8525,0.8016,0.7118
850,0,1823,550,0.9392,0.8834,0.8468,0.7529,0.7341
850,0,1808,550,0.9378,0.9292,0.8397,0.7292,0.7441
850,0,582,554,0.9228,0.8898,0.8654,0.8123,0.7276
850,0,1824,557,0.9242,0.8913,0.8311,0.7421,0.7276
850,0,1808,550,0.9528,0.8755,0.8346,0.74,0.7247
850,0,1808,550,0.9578,0.8913,0.8289,0.7264,0.7441
