input_length,exact_match,char_edit_dist,token_edit_dist,accept_rate_1,accept_rate_2,accept_rate_3,accept_rate_4,accept_rate_5
333,0,1137,1067,0.8649,0.8398,0.8282,0.7335,0.6566
333,0,1117,1067,0.7813,0.7289,0.7037,0.6468,0.5434
333,0,1146,1067,0.9006,0.8634,0.7072,0.6297,0.4946
333,0,1139,1069,0.8499,0.7969,0.7394,0.6884,0.6265
334,0,1130,1066,0.8842,0.8176,0.7702,0.6827,0.5577
334,0,1073,1066,0.2352,0.2353,0.2305,0.2278,0.2136
334,0,2308,1066,0.8835,0.7282,0.6084,0.6146,0.5599
334,0,2333,1066,0.8635,0.7175,0.5727,0.5064,0.5348
334,0,2340,1066,0.8427,0.6867,0.549,0.4979,0.5369
334,0,1118,1066,0.8578,0.7897,0.7366,0.6963,0.5606
334,0,2332,1066,0.8492,0.6867,0.5634,0.5136,0.5434
334,0,4442,1066,0.8385,0.8455,0.7144,0.808,0.8968
334,0,2334,1066,0.8535,0.6459,0.519,0.4928,0.4846
334,0,1080,1067,0.2337,0.2368,0.2348,0.2314,0.2244
334,0,1118,1067,0.8585,0.7976,0.7402,0.6153,0.5821
335,0,1146,1066,0.9078,0.8627,0.7266,0.6511,0.4179
335,0,1149,1072,0.8728,0.8333,0.7652,0.7034,0.5928
336,0,2331,1064,0.8628,0.7046,0.5956,0.5559,0.5355
336,0,1122,1064,0.8713,0.8319,0.7996,0.7536,0.6767
336,0,1122,1064,0.8721,0.8147,0.7623,0.7006,0.5828
336,0,1127,1069,0.8763,0.8484,0.7888,0.7514,0.6573
336,0,2008,1064,0.7884,0.6295,0.461,0.4355,0.4609
336,0,1130,1064,0.8635,0.8276,0.7938,0.7264,0.7025
336,0,3506,1064,0.9878,0.8891,0.8017,0.5365,0.5462
336,0,2098,1064,0.8242,0.6781,0.4653,0.4549,0.4695
336,0,1153,1065,0.9014,0.8133,0.6929,0.515,0.3756
337,0,1123,1063,0.8799,0.8097,0.7509,0.6698,0.5699
337,0,1153,1067,0.862,0.8383,0.7423,0.6411,0.5269
337,0,1119,1063,0.8871,0.8326,0.7487,0.7206,0.6072
338,0,2017,1062,0.8449,0.5794,0.4066,0.4749,0.4301
338,0,2272,1063,0.8663,0.7511,0.6084,0.5874,0.5441
338,0,1142,1062,0.8578,0.8233,0.7817,0.7256,0.6366
338,0,3078,1062,0.8978,0.7546,0.6865,0.5903,0.6129
338,0,3497,1062,0.9693,0.8505,0.7853,0.5437,0.6029
338,0,3494,1062,0.9628,0.799,0.7273,0.4728,0.519
339,0,1135,1061,0.8964,0.8333,0.7731,0.6619,0.4588
339,0,1116,1064,0.9128,0.8276,0.7266,0.7006,0.6186
339,0,1121,1061,0.8349,0.7918,0.7087,0.6683,0.567
339,0,1107,1061,0.8485,0.779,0.7137,0.6748,0.5663
340,0,1128,1064,0.8485,0.8155,0.7616,0.7092,0.6903
340,0,2310,1060,0.8699,0.6631,0.5082,0.4871,0.5183
340,0,1128,1064,0.8549,0.8355,0.7946,0.7228,0.6294
340,0,3486,1060,0.96,0.8841,0.743,0.4857,0.5219
340,0,2691,1060,0.8563,0.6967,0.5855,0.5974,0.5584
340,0,1126,1064,0.9107,0.8484,0.7559,0.6963,0.4746
340,0,3488,1060,0.9685,0.8176,0.7466,0.4713,0.471
340,0,1678,1062,0.559,0.4292,0.3665,0.3675,0.2588
340,0,1122,1060,0.8563,0.8276,0.8003,0.7514,0.7111
340,0,1630,1060,0.4146,0.4006,0.3851,0.3754,0.3491
340,0,2297,1061,0.8635,0.6803,0.554,0.5258,0.5305
340,0,1110,1062,0.8563,0.7618,0.6679,0.6304,0.4925
340,0,2364,1060,0.8792,0.7589,0.5906,0.553,0.5219
340,0,2655,1060,0.8778,0.7511,0.6435,0.5673,0.5613
340,0,1993,1060,0.8156,0.6495,0.4782,0.4871,0.4129
340,0,2060,1060,0.8041,0.628,0.4588,0.4993,0.433
340,0,1106,1062,0.8563,0.8069,0.7566,0.7278,0.6007
340,0,3502,1060,0.9271,0.8004,0.7709,0.5236,0.5305
340,0,3486,1060,0.9857,0.9142,0.8132,0.5193,0.5742
341,0,1117,1063,0.8921,0.8376,0.7724,0.7242,0.5978
341,0,1125,1059,0.8556,0.8047,0.7445,0.6963,0.5957
341,0,1129,1059,0.8485,0.8233,0.7702,0.7156,0.6287
341,0,1135,1063,0.8356,0.7833,0.7681,0.7206,0.5957
342,0,1118,1062,0.857,0.8176,0.7917,0.7213,0.6323
342,0,264,1058,0.2387,0.2389,0.2348,0.2328,0.2237
342,0,1129,1059,0.8799,0.8398,0.8024,0.6927,0.5269
342,0,1118,1058,0.8742,0.8355,0.7867,0.7264,0.6581
342,0,1114,1058,0.8492,0.7969,0.7337,0.6655,0.5806
342,0,2256,1058,0.8849,0.7189,0.5762,0.5315,0.5333
342,0,1995,1058,0.832,0.6316,0.4438,0.4771,0.4323
342,0,2039,1058,0.8335,0.6724,0.5225,0.5208,0.4717
342,0,1119,1062,0.8635,0.8541,0.8253,0.7457,0.6538
342,0,1066,1058,0.2387,0.2411,0.2369,0.2371,0.2251
342,0,4172,1058,0.8863,0.9177,0.8053,0.7285,0.8366
342,0,2388,1058,0.9021,0.7926,0.6836,0.6676,0.6086
342,0,1154,1062,0.8813,0.8033,0.582,0.5938,0.4294
343,0,1119,1057,0.8327,0.7711,0.7538,0.7042,0.6022
343,0,1115,1057,0.8563,0.8298,0.7924,0.7213,0.6366
343,0,1123,1057,0.8427,0.8155,0.7473,0.712,0.6609
343,0,1120,1057,0.8821,0.804,0.7559,0.6189,0.5563
343,0,1111,1057,0.8806,0.8197,0.7774,0.7142,0.6351
344,0,2313,1056,0.8477,0.6989,0.5354,0.4928,0.5297
344,0,2011,1056,0.8499,0.7225,0.5705,0.495,0.4287
344,0,3472,1056,0.9478,0.8476,0.7759,0.5179,0.5312
344,0,2128,1056,0.852,0.6545,0.4366,0.4706,0.4652
344,0,3482,1056,0.9585,0.8605,0.733,0.4656,0.5254
344,0,2418,1056,0.8721,0.711,0.554,0.5172,0.5391
344,0,1046,1056,0.2366,0.2411,0.2398,0.2371,0.2265
344,0,1064,1056,0.2437,0.2432,0.2369,0.2364,0.2258
344,0,1119,1056,0.8563,0.8062,0.7402,0.7085,0.6616
344,0,1118,1062,0.8099,0.7754,0.7373,0.6848,0.6065
344,0,2032,1056,0.8256,0.6273,0.4624,0.4563,0.4129
345,0,1108,1058,0.8449,0.7911,0.7437,0.6984,0.5864
345,0,1169,1069,0.9307,0.8097,0.7244,0.6168,0.5219
346,0,1114,1054,0.8342,0.7897,0.7774,0.7113,0.6581
346,0,2001,1054,0.8049,0.6574,0.4817,0.4742,0.4753
346,0,263,1054,0.243,0.2432,0.2377,0.2335,0.2251
346,0,3482,1054,0.955,0.7911,0.6757,0.4649,0.5154
346,0,1067,1054,0.2416,0.2446,0.2412,0.2407,0.2301
346,0,2319,1054,0.8535,0.6423,0.514,0.5136,0.5355
346,0,1125,1055,0.9042,0.8655,0.806,0.7314,0.5563
346,0,1102,1054,0.8663,0.7983,0.753,0.7213,0.5943
346,0,3479,1054,0.9328,0.8484,0.7981,0.5086,0.5082
346,0,2014,1054,0.8077,0.608,0.4717,0.5,0.4495
346,0,2099,1054,0.248,0.2468,0.2455,0.24,0.2301
346,0,1986,1054,0.8385,0.6288,0.4417,0.4663,0.4416
346,0,2303,1054,0.8492,0.7089,0.5612,0.4857,0.5297
347,0,1152,1070,0.8392,0.7775,0.7223,0.6196,0.5742
347,0,1136,1057,0.8771,0.8233,0.7437,0.6347,0.4975
347,0,1142,1062,0.9264,0.8741,0.7781,0.6913,0.4444
348,0,1993,1052,0.8249,0.6495,0.481,0.4907,0.4523
348,0,2031,1052,0.8756,0.6481,0.4968,0.4835,0.4652
348,0,1064,1052,0.2452,0.2468,0.2434,0.2414,0.2287
348,0,1108,1052,0.8249,0.8011,0.7738,0.7042,0.6244
348,0,2262,1054,0.8442,0.7067,0.554,0.5172,0.5326
348,0,3477,1052,0.9435,0.8462,0.7752,0.495,0.5154
348,0,3164,1054,0.8227,0.4621,0.5268,0.4205,0.5262
348,0,1108,1052,0.8771,0.8104,0.7487,0.7006,0.5864
348,0,1116,1052,0.9342,0.8798,0.8275,0.7636,0.6215
348,0,1138,1070,0.857,0.8047,0.7652,0.6984,0.6251
348,0,2306,1052,0.8528,0.6917,0.5254,0.5681,0.529
348,0,2294,1052,0.8914,0.6803,0.5555,0.5516,0.5341
348,0,2001,1052,0.762,0.6044,0.4424,0.4205,0.4409
348,0,3478,1052,0.9635,0.8884,0.7122,0.4628,0.5211
348,0,2507,1052,0.8406,0.6881,0.5791,0.5029,0.5168
348,0,2486,1052,0.8635,0.6524,0.5404,0.5415,0.5161
348,0,3425,1052,0.9557,0.8419,0.7652,0.5752,0.6172
348,0,1106,1052,0.8942,0.8183,0.7759,0.7085,0.6351
348,0,1063,1052,0.2452,0.2468,0.2462,0.2443,0.2351
348,0,1064,1052,0.2402,0.2446,0.2412,0.2443,0.238
348,0,3449,1052,0.9657,0.9242,0.7724,0.5559,0.6194
348,0,2300,1054,0.8749,0.6488,0.529,0.5036,0.4566
348,0,2011,1052,0.8427,0.6466,0.466,0.4771,0.4351
348,0,2151,1052,0.8413,0.6323,0.4503,0.4384,0.4717
349,0,1123,1059,0.8821,0.8226,0.7724,0.6977,0.595
349,0,1109,1051,0.8906,0.8383,0.8311,0.7507,0.6738
349,0,1107,1053,0.8663,0.8183,0.7752,0.7178,0.5749
349,0,1103,1051,0.8949,0.8391,0.8074,0.7178,0.6724
349,0,1113,1051,0.9085,0.8662,0.8074,0.7077,0.6244
349,0,1115,1051,0.9006,0.8398,0.7845,0.7213,0.5971
350,0,2397,1050,0.8721,0.7182,0.592,0.5458,0.5677
350,0,3556,1050,0.9292,0.8605,0.7552,0.5752,0.5864
350,0,1057,1050,0.2466,0.2461,0.2412,0.2393,0.228
350,0,1118,1050,0.8663,0.8369,0.7917,0.7135,0.5971
350,0,1972,1050,0.8263,0.6338,0.4273,0.4821,0.433
350,0,3462,1052,0.9557,0.8863,0.7316,0.4649,0.5047
350,0,3450,1050,0.9828,0.9371,0.7738,0.4814,0.562
350,0,1106,1054,0.9192,0.8476,0.7423,0.6798,0.5778
350,0,2003,1050,0.8149,0.6731,0.4796,0.4785,0.4459
350,0,1102,1050,0.8084,0.769,0.718,0.6669,0.5649
350,0,3460,1050,0.9893,0.8934,0.8024,0.5129,0.5405
350,0,32,15,0.9663,0.9465,0.9492,0.9065,0.8778
350,0,2003,1050,0.8013,0.633,0.471,0.4735,0.4265
350,0,1997,1050,0.7999,0.6731,0.4681,0.4663,0.4502
350,0,1054,1050,0.2495,0.2504,0.247,0.245,0.2315
350,0,3243,1050,0.9392,0.8748,0.786,0.6554,0.6559
350,0,1059,1050,0.2459,0.2454,0.2419,0.245,0.238
350,0,3536,1050,0.9528,0.8512,0.7724,0.548,0.59
350,0,2307,1050,0.8721,0.7375,0.5669,0.5244,0.5412
350,0,3460,1050,0.9757,0.8712,0.781,0.5186,0.5219
370,0,2241,1030,0.8463,0.7039,0.5927,0.5895,0.5398
371,0,1083,1029,0.8284,0.789,0.7416,0.717,0.6229
371,0,1071,1029,0.8992,0.8205,0.7437,0.707,0.5928
372,0,1078,1028,0.8549,0.7911,0.7552,0.6834,0.5821
373,0,1076,1027,0.8914,0.8505,0.7967,0.7701,0.6925
373,0,1085,1027,0.8399,0.8233,0.8024,0.7808,0.6817
374,0,1076,1026,0.8742,0.8312,0.7709,0.7027,0.6559
374,0,1078,1026,0.8506,0.8276,0.7903,0.7385,0.6222
375,0,1088,1030,0.8749,0.8484,0.7953,0.7077,0.5892
375,0,1083,1025,0.8342,0.804,0.7194,0.6841,0.5993
375,0,1079,1029,0.8549,0.7611,0.7079,0.6812,0.5269
376,0,1952,1024,0.8206,0.6953,0.4932,0.4792,0.4495
376,0,1082,1028,0.8863,0.8126,0.7523,0.7063,0.5154
376,0,1091,1031,0.8906,0.8348,0.7717,0.7292,0.6122
376,0,1086,1024,0.867,0.829,0.791,0.7128,0.6824
376,0,1088,1026,0.867,0.8426,0.8053,0.745,0.6344
377,0,1069,1023,0.8528,0.7754,0.753,0.7013,0.5591
377,0,1092,1026,0.8721,0.8269,0.7645,0.7049,0.5692
377,0,1081,1023,0.8606,0.8176,0.7888,0.7027,0.6996
377,0,1078,1028,0.8192,0.7618,0.7294,0.6612,0.5699
377,0,1071,1023,0.8642,0.8169,0.7788,0.717,0.633
377,0,1097,1023,0.862,0.8262,0.7473,0.6719,0.5448
377,0,1081,1023,0.8964,0.8155,0.7416,0.7178,0.5484
378,0,1951,1024,0.8184,0.6524,0.4868,0.4756,0.4394
378,0,1102,1022,0.8649,0.8126,0.7359,0.6662,0.4867
378,0,1080,1026,0.9257,0.887,0.8304,0.7493,0.628
378,0,4296,1022,0.8856,0.9878,0.9019,0.8481,0.952
378,0,1107,1022,0.9114,0.8476,0.6722,0.6246,0.453
378,0,1080,1022,0.8399,0.8069,0.7588,0.6956,0.6151
378,0,2347,1022,0.8863,0.7239,0.5691,0.5365,0.5498
379,0,1088,1022,0.9421,0.8612,0.7681,0.6984,0.4975
379,0,1101,1023,0.9142,0.8455,0.7802,0.7077,0.5749
379,0,1083,1021,0.8356,0.774,0.7523,0.6805,0.6444
379,0,1070,1021,0.8728,0.8155,0.7917,0.7507,0.6659
379,0,1067,1021,0.8556,0.794,0.7337,0.6648,0.5183
379,0,1087,1021,0.8906,0.8298,0.7144,0.6676,0.5749
380,0,1092,1028,0.842,0.8019,0.733,0.6848,0.5885
380,0,2281,1020,0.8549,0.7475,0.582,0.5372,0.5634
380,0,1078,1020,0.8628,0.8133,0.7788,0.7285,0.605
380,0,2259,1020,0.8728,0.7375,0.5913,0.5552,0.5527
380,0,1080,1020,0.8477,0.8362,0.7802,0.7371,0.671
380,0,3352,1020,0.9864,0.8627,0.7294,0.5129,0.5183
380,0,2891,1020,0.797,0.5107,0.4703,0.452,0.519
380,0,1099,1028,0.8613,0.8119,0.7087,0.6554,0.5104
381,0,1081,1023,0.8499,0.784,0.7151,0.6905,0.5763
381,0,1077,1019,0.8735,0.8376,0.7409,0.7249,0.653
381,0,1083,1023,0.8599,0.7969,0.7623,0.717,0.6115
381,0,1083,1021,0.8742,0.8269,0.8024,0.755,0.6853
382,0,2121,1018,0.5947,0.5715,0.4982,0.5716,0.4774
382,0,2244,1018,0.8642,0.7153,0.5655,0.5451,0.5649
382,0,2224,1018,0.8692,0.7318,0.5805,0.5573,0.5505
382,0,3341,1018,0.975,0.9285,0.7924,0.6089,0.6437
382,0,1132,1039,0.9114,0.7525,0.645,0.5358,0.3663
382,0,1120,1029,0.807,0.774,0.6707,0.5795,0.4853
382,0,1027,1018,0.2695,0.2711,0.2706,0.2686,0.2566
382,0,1933,1018,0.8263,0.6781,0.4939,0.4764,0.4609
382,0,3355,1018,0.9836,0.9385,0.8096,0.5831,0.567
382,0,1068,1024,0.8878,0.8283,0.7402,0.6991,0.5914
383,0,1063,1017,0.8628,0.7175,0.6299,0.5752,0.476
383,0,1070,1017,0.8828,0.8255,0.7717,0.7378,0.6595
383,0,1073,1021,0.8792,0.8033,0.7545,0.6669,0.4509
383,0,1099,1019,0.8842,0.8298,0.7165,0.6411,0.5197
384,0,3349,1016,0.9643,0.867,0.8046,0.5802,0.5728
384,0,1092,1016,0.9471,0.8348,0.7781,0.7307,0.41
384,0,1026,1016,0.2702,0.2747,0.2713,0.2658,0.2516
384,0,2263,1016,0.8699,0.7439,0.6013,0.5559,0.5441
384,0,2313,1016,0.8992,0.7432,0.6185,0.6024,0.5498
384,0,1068,1016,0.8971,0.8405,0.8082,0.7536,0.6803
384,0,1098,1020,0.8742,0.8262,0.6922,0.6354,0.4839
384,0,1062,1016,0.8563,0.7883,0.7258,0.6626,0.5663
385,0,1071,1017,0.8928,0.8183,0.7523,0.6977,0.5749
385,0,1081,1019,0.852,0.8247,0.7831,0.7342,0.676
385,0,1066,1019,0.8863,0.8369,0.7752,0.6741,0.5513
386,0,2305,1014,0.8656,0.6774,0.5698,0.5444,0.5613
386,0,2231,1014,0.8442,0.7239,0.5827,0.5337,0.5384
386,0,3334,1014,0.9685,0.8326,0.7774,0.5201,0.4989
386,0,1074,1014,0.8463,0.7976,0.738,0.6934,0.6201
386,0,1098,1022,0.94,0.8755,0.7645,0.6626,0.41
386,0,3334,1014,0.9307,0.8433,0.8031,0.5709,0.5455
387,0,1089,1013,0.8949,0.8247,0.7774,0.6762,0.5527
387,0,1117,1017,0.8806,0.774,0.6607,0.5673,0.4803
387,0,1081,1017,0.8528,0.8133,0.7745,0.7192,0.6624
387,0,1061,1013,0.8599,0.8047,0.7402,0.6748,0.5584
387,0,1061,1013,0.8749,0.8212,0.7717,0.7156,0.6301
387,0,1068,1022,0.8914,0.8219,0.733,0.6712,0.6036
387,0,1059,1013,0.8134,0.7761,0.7323,0.6755,0.5728
387,0,1059,1013,0.797,0.7089,0.68,0.6426,0.5448
387,0,1090,1014,0.8935,0.8269,0.7487,0.6583,0.5405
388,0,1058,1014,0.8942,0.8362,0.796,0.735,0.6222
388,0,3332,1012,0.9421,0.8534,0.8046,0.5351,0.5864
388,0,2328,1012,0.8835,0.6974,0.5948,0.5752,0.5792
388,0,1056,1012,0.8914,0.7711,0.738,0.6784,0.5584
388,0,2243,1012,0.8463,0.7189,0.6135,0.5595,0.5613
388,0,2231,1012,0.8542,0.7389,0.5984,0.5494,0.5663
388,0,3315,1012,0.9743,0.8734,0.7802,0.5752,0.6258
388,0,21,6,0.9669,0.9796,0.9744,0.9641,0.9306
388,0,1054,1012,0.847,0.7668,0.7266,0.6533,0.552
388,0,2796,1012,0.8542,0.8498,0.7258,0.6547,0.6201
388,0,1924,1012,0.8113,0.6731,0.4903,0.4534,0.4423
388,0,2273,1012,0.867,0.7446,0.6084,0.5559,0.5814
388,0,1062,1016,0.8335,0.7482,0.6815,0.6447,0.5039
388,0,1068,1012,0.8442,0.814,0.7638,0.7292,0.6573
388,0,1070,1018,0.8606,0.8076,0.7645,0.7063,0.6351
388,0,1004,1012,0.2695,0.274,0.2699,0.2693,0.2609
388,0,2298,1012,0.8456,0.7361,0.6306,0.6139,0.5986
389,0,1054,1011,0.8513,0.7868,0.612,0.5652,0.4201
389,0,1076,1024,0.8628,0.7868,0.7416,0.6841,0.5606
389,0,1070,1011,0.8906,0.8247,0.7731,0.7292,0.6151
389,0,1067,1013,0.852,0.8104,0.7795,0.7106,0.5993
390,0,2275,1010,0.8956,0.6724,0.5383,0.5516,0.5706
390,0,1422,1010,0.6669,0.4027,0.3916,0.4162,0.547
390,0,3307,1010,0.9578,0.9013,0.7774,0.5895,0.6244
390,0,1079,1019,0.8463,0.7747,0.7402,0.6304,0.5978
390,0,2277,1010,0.8921,0.6888,0.539,0.5351,0.5197
390,0,3371,1010,0.9392,0.8476,0.7781,0.5845,0.6237
390,0,1901,1010,0.8363,0.6738,0.4946,0.4936,0.438
390,0,2285,1010,0.8713,0.7382,0.6042,0.5759,0.5821
390,0,3356,1010,0.9814,0.9385,0.8332,0.5881,0.5907
390,0,1099,1047,0.8249,0.7575,0.7115,0.6325,0.5032
390,0,3324,1010,0.9643,0.8283,0.7953,0.5659,0.5527
390,0,1054,1010,0.8642,0.7825,0.7373,0.6748,0.5484
391,0,1072,1028,0.7634,0.7196,0.6399,0.591,0.476
391,0,1073,1011,0.8506,0.8162,0.7695,0.7314,0.6516
391,0,1071,1016,0.8106,0.7675,0.6893,0.6576,0.5183
391,0,1073,1014,0.8713,0.8333,0.8031,0.7364,0.6875
391,0,1079,1009,0.8978,0.8798,0.7853,0.7221,0.5154
391,0,1090,1017,0.8699,0.8162,0.7509,0.6669,0.5477
391,0,1071,1017,0.8399,0.7976,0.7581,0.6999,0.5964
392,0,1070,1016,0.8635,0.8062,0.7717,0.7192,0.5706
392,0,2282,1008,0.8456,0.7024,0.5855,0.5322,0.5376
392,0,2080,1008,0.6362,0.5386,0.4717,0.4728,0.4602
392,0,1923,1008,0.7963,0.6252,0.486,0.4742,0.4516
392,0,1020,1008,0.2759,0.2797,0.2727,0.2715,0.2631
392,0,3321,1008,0.9814,0.8963,0.7724,0.5387,0.5427
392,0,1979,1008,0.8113,0.6702,0.514,0.4814,0.4652
392,0,1054,1008,0.9128,0.8598,0.7867,0.7206,0.5348
392,0,1093,1091,0.7648,0.6409,0.4868,0.4011,0.1835
392,0,2317,1008,0.8863,0.7425,0.5741,0.5745,0.5921
392,0,2250,1008,0.8535,0.6903,0.5891,0.5781,0.519
392,0,2281,1008,0.8599,0.6974,0.5755,0.5523,0.5907
392,0,2226,1008,0.8728,0.721,0.5755,0.538,0.5563
392,0,2250,1008,0.8463,0.6888,0.5834,0.533,0.5419
393,0,1089,1015,0.9514,0.8748,0.7366,0.6583,0.4616
393,0,1080,1009,0.8563,0.8212,0.7745,0.7213,0.6158
394,0,2244,1006,0.8835,0.7318,0.5576,0.5709,0.5756
394,0,1060,1006,0.8921,0.8519,0.8125,0.745,0.671
394,0,2089,1006,0.8256,0.691,0.5555,0.5036,0.5211
394,0,2277,1006,0.8778,0.7454,0.6056,0.5616,0.5778
394,0,1957,1006,0.8277,0.6609,0.5039,0.5,0.4774
394,0,2303,1006,0.9242,0.7411,0.6056,0.5709,0.59
394,0,2294,1007,0.8942,0.784,0.6936,0.6468,0.6602
394,0,1071,1019,0.8385,0.7797,0.738,0.6977,0.6
394,0,2756,1006,0.8306,0.6023,0.5104,0.4828,0.5254
394,0,1068,1006,0.8735,0.8405,0.8046,0.7192,0.5864
395,0,1023,1023,0.8921,0.7961,0.6958,0.6418,0.3376
395,0,1063,1011,0.8649,0.8212,0.7895,0.7436,0.6487
395,0,1051,1011,0.8613,0.7554,0.7015,0.6447,0.5756
395,0,1053,1011,0.8492,0.7632,0.7273,0.6683,0.5735
395,0,1072,1005,0.807,0.7074,0.5634,0.4183,0.2724
396,0,1090,1044,0.7856,0.7368,0.6922,0.6239,0.5047
396,0,1060,1004,0.8956,0.8369,0.7516,0.717,0.5412
396,0,1031,1004,0.8813,0.8019,0.7258,0.6024,0.5541
396,0,3302,1004,0.9442,0.8534,0.7981,0.5466,0.5197
396,0,2222,1004,0.862,0.7189,0.5941,0.5487,0.5384
396,0,2197,1004,0.8842,0.7139,0.5641,0.5609,0.5577
396,0,3365,1004,0.9492,0.834,0.7888,0.5688,0.562
396,0,2248,1004,0.8692,0.6989,0.5569,0.5351,0.524
396,0,2298,1005,0.8184,0.6896,0.5533,0.4749,0.4939
396,0,1080,1004,0.2916,0.2954,0.2878,0.2858,0.2774
396,0,1083,1004,0.8928,0.8677,0.753,0.6777,0.4975
396,0,3304,1004,0.9678,0.8555,0.7931,0.5258,0.5326
396,0,2286,1004,0.8856,0.6738,0.5426,0.5351,0.5814
396,0,1051,1004,0.8742,0.8412,0.7953,0.7464,0.6315
396,0,3341,1005,0.9271,0.8906,0.7487,0.5809,0.6237
396,0,2167,1005,0.8949,0.7482,0.5941,0.5888,0.5763
396,0,1070,1008,0.8863,0.8484,0.8089,0.7643,0.7118
396,0,2251,1004,0.8628,0.7146,0.5891,0.5272,0.567
396,0,2308,1004,0.8256,0.6989,0.5834,0.5487,0.5649
397,0,1051,1003,0.8999,0.8147,0.7695,0.6991,0.6502
397,0,1085,1012,0.8949,0.8019,0.7223,0.5881,0.428
397,0,1057,1007,0.8792,0.8391,0.7996,0.7034,0.5857
398,0,2282,1003,0.8892,0.7196,0.5526,0.5587,0.5799
398,0,2219,1002,0.8549,0.7217,0.5884,0.5372,0.5649
398,0,2151,1002,0.8363,0.721,0.602,0.5831,0.562
398,0,2449,1002,0.8606,0.7403,0.6679,0.611,0.6179
398,0,3331,1002,0.9635,0.8476,0.7853,0.5487,0.5477
398,0,2306,1002,0.8528,0.7124,0.5963,0.5444,0.5692
398,0,2652,1002,0.4603,0.4542,0.446,0.4291,0.4151
398,0,3300,1002,0.9635,0.9199,0.7516,0.4914,0.5097
398,0,2300,1002,0.8756,0.7296,0.5956,0.5501,0.5563
398,0,2225,1002,0.8699,0.7382,0.5956,0.5444,0.547
398,0,2223,1002,0.8749,0.7546,0.6213,0.5745,0.5914
399,0,1045,1001,0.8699,0.7983,0.7616,0.6877,0.6287
399,0,1039,1001,0.7491,0.7282,0.6865,0.616,0.4724
399,0,1062,1007,0.832,0.774,0.7251,0.6619,0.6129
400,0,3288,1000,0.9235,0.8176,0.7545,0.5322,0.5312
400,0,1912,1000,0.8292,0.6745,0.4538,0.4943,0.4409
400,0,3307,1000,0.9764,0.9213,0.8311,0.6082,0.5928
400,0,1050,1000,0.7791,0.6323,0.4903,0.4771,0.3477
400,0,1056,1008,0.8878,0.8076,0.7638,0.7256,0.6036
400,0,2187,1002,0.7634,0.6423,0.5877,0.596,0.5448
400,0,2227,1000,0.8649,0.7632,0.612,0.5695,0.552
400,0,3298,1000,0.9821,0.8412,0.8196,0.5415,0.4982
400,0,1936,1000,0.8377,0.6953,0.4796,0.495,0.4516
400,0,3337,1000,0.9671,0.9235,0.8268,0.6411,0.6688
400,0,3012,1000,0.8242,0.5272,0.5154,0.5351,0.5584
400,0,2246,1000,0.8799,0.7468,0.5999,0.5559,0.5534
400,0,2290,1000,0.8828,0.7196,0.5727,0.5673,0.5785
400,0,1075,1000,0.9014,0.8734,0.7602,0.6855,0.5133
418,0,1031,987,0.9107,0.8691,0.8139,0.7307,0.6229
419,0,1024,982,0.9085,0.8212,0.7552,0.6784,0.5713
420,0,1031,981,0.9185,0.8691,0.7888,0.7271,0.5771
421,0,1021,979,0.9014,0.8047,0.7037,0.7142,0.5477
421,0,1020,981,0.8942,0.7911,0.7437,0.6769,0.5305
421,0,1050,984,0.8914,0.8355,0.7688,0.6447,0.4889
422,0,1036,978,0.9192,0.8183,0.7416,0.697,0.5054
423,0,1048,985,0.8771,0.7947,0.6958,0.6096,0.5312
424,0,1856,976,0.8435,0.6867,0.4803,0.5315,0.4566
425,0,1045,975,0.9242,0.8183,0.718,0.6612,0.3921
425,0,1025,975,0.8871,0.8269,0.7208,0.6848,0.5606
426,0,1024,976,0.8856,0.829,0.7638,0.7457,0.6129
426,0,1016,974,0.8556,0.7668,0.7452,0.6354,0.5799
426,0,3207,974,0.9485,0.9163,0.7709,0.5437,0.5842
426,0,3208,974,0.9678,0.8641,0.8125,0.5602,0.529
426,0,1026,978,0.8699,0.8205,0.7709,0.7135,0.6939
426,0,985,974,0.3038,0.3054,0.3035,0.2973,0.2817
427,0,1039,978,0.8606,0.7775,0.5476,0.5394,0.3713
427,0,1039,973,0.8856,0.8319,0.7452,0.6762,0.5735
427,0,1037,974,0.8513,0.7997,0.7745,0.6891,0.6201
427,0,1038,979,0.8771,0.8391,0.8225,0.7471,0.7111
427,0,1022,973,0.8342,0.7339,0.7051,0.6232,0.6022
427,0,1039,983,0.8899,0.8441,0.8153,0.7378,0.6186
428,0,3205,972,0.8813,0.7725,0.6729,0.5258,0.5749
428,0,3254,972,0.9814,0.8948,0.7953,0.5723,0.6581
428,0,1015,972,0.9171,0.8577,0.7981,0.7271,0.6186
428,0,983,972,0.3038,0.3054,0.3071,0.2994,0.2817
428,0,1040,983,0.9028,0.8569,0.7509,0.6812,0.5642
428,0,1030,972,0.8699,0.769,0.617,0.5645,0.3706
428,0,1018,972,0.8964,0.8476,0.7953,0.7128,0.6222
428,0,1025,977,0.8549,0.8462,0.7595,0.7042,0.6559
428,0,1009,974,0.8613,0.7783,0.7087,0.6504,0.5276
428,0,3183,972,0.9478,0.8927,0.8017,0.6117,0.6444
429,0,1028,971,0.7713,0.671,0.6149,0.4893,0.3498
429,0,1011,971,0.8763,0.7632,0.7001,0.6454,0.5176
429,0,1016,972,0.9414,0.8777,0.8089,0.6877,0.6172
